Metal,Relation,lag_months,N,pearson_r,p_raw,spearman_rho,spearman_p,p_BH
Copper,dONI_return,19,395,0.02750673648051372,0.5857148812914064,0.024297167327379708,0.6302056985090959,0.8441185053905562
Copper,dONI_return,20,394,0.0075801325700714664,0.8807761025424427,-0.02972272288362274,0.5563747811768909,0.9590673116573264
Copper,dONI_return,21,393,0.013307837634653291,0.7925591318699604,-0.021725944965213687,0.6676475477592138,0.9276994951515003
Copper,dONI_return,22,392,-0.00024413587590671403,0.9961556413135422,-0.022899964058090926,0.6512635560242144,0.9961556413135422
Copper,dONI_return,23,391,-0.010717802098377803,0.8326856749261552,-0.0038175294827342333,0.9400195015250321,0.9488743737530606
Copper,dONI_return,24,390,-0.016901698037486427,0.739334956164797,-0.006025343234596563,0.9055842423463109,0.9276994951515003
Copper,ONI_logprice,-24,391,0.12745169873585846,0.011655042375499997,0.13840117954156678,0.006122497443841272,0.1637392402291041
Copper,ONI_logprice,-23,392,0.12246363286878306,0.015264111782154047,0.13295171827905616,0.008398532308065292,0.1637392402291041
Copper,ONI_logprice,-22,393,0.11434304789680912,0.023391320032729156,0.12438431907306012,0.013603808485393349,0.1637392402291041
Copper,ONI_logprice,-21,394,0.10316864794587796,0.04067798999221071,0.11238031806919054,0.025703075255842946,0.19932215096183245
Copper,ONI_logprice,-20,395,0.08814981474519153,0.0801531214540537,0.09567320193053477,0.057459216390186175,0.3021156116345101
Copper,ONI_logprice,-19,396,0.07111685607086564,0.15779605716710499,0.07555020371036751,0.13340131471072664,0.4832504250742591
Copper,ONI_logprice,-18,397,0.05263942524127606,0.2954449507872202,0.053474040894162245,0.28784375940484247,0.7131332528603967
Copper,ONI_logprice,-17,398,0.033497491000713295,0.5051823094208929,0.031632684993777214,0.5291901799002768,0.7141395692443471
Copper,ONI_logprice,-16,399,0.014676972269731584,0.7700815332478365,0.010245987080184506,0.8383326458336772,0.857590798389636
Copper,ONI_logprice,-15,400,-0.003129751246295545,0.9502448632289042,-0.010331660588625573,0.8367971207470496,0.9502448632289042
Copper,ONI_logprice,-14,401,-0.017448852660765204,0.7275782741683903,-0.02958777736219813,0.5546714878244204,0.8291008240523517
Copper,ONI_logprice,-13,402,-0.02808432984957013,0.5744932542082655,-0.04784979026051629,0.3385944573358041,0.7407939330580265
Copper,ONI_logprice,-12,403,-0.034657951825738206,0.4878071056761185,-0.06450028342158654,0.19630242488436594,0.7141395692443471
Copper,ONI_logprice,-11,404,-0.0383088820623597,0.4425495135854573,-0.07924639504604891,0.11174478132515142,0.7141395692443471
Copper,ONI_logprice,-10,405,-0.03881551035187337,0.4359642125533947,-0.08943910071782565,0.07218195832095178,0.7141395692443471
Copper,ONI_logprice,-9,406,-0.037106253320946574,0.45589585500501945,-0.09553437610551414,0.054425987055052916,0.7141395692443471
Copper,ONI_logprice,-8,407,-0.03491338029732067,0.48243048670479804,-0.0982980122910496,0.047502703067881694,0.7141395692443471
Copper,ONI_logprice,-7,408,-0.032539978043149474,0.5121894147859474,-0.09889497443416434,0.04589605001471075,0.7141395692443471
Copper,ONI_logprice,-6,409,-0.03154466356199773,0.5246739692407448,-0.09910042028549625,0.04517932555996423,0.7141395692443471
Copper,ONI_logprice,-5,410,-0.032856541846557855,0.5070473695049562,-0.09938882284294158,0.04429288408798808,0.7141395692443471
Copper,ONI_logprice,-4,411,-0.0372346432684787,0.4515550776256536,-0.10143919198234691,0.03982765099768015,0.7141395692443471
Copper,ONI_logprice,-3,412,-0.04326802734442383,0.3810370873246991,-0.10570348296308996,0.031949621660667,0.7141395692443471
Copper,ONI_logprice,-2,413,-0.050530230413473404,0.30562853694017,-0.11241714851322387,0.022318142314790995,0.7131332528603967
Copper,ONI_logprice,-1,414,-0.05999578961938809,0.22317064119314756,-0.1211894110705627,0.013606589771765714,0.6075200788035683
