scenario,oni,temperature,metals,ticker,start_price,mean_return,median_return,p05_return,p25_return,p75_return,p95_return,prob_positive,prob_gain20,prob_loss20,cvar05_return,median_end_price,p05_end_price,p95_end_price
ONI Central | Temp Central | Metals Down,Central,Central,Down,MOD,189.3,0.11138006598614293,0.08023816693223762,-0.35678963155196475,-0.11224027673031148,0.30386536716188933,0.6767954621980097,0.6064,0.3568,0.1567,-0.45690776183876913,204.4890850002726,121.75972274721308,317.41738099408326
ONI Central | Temp Central | Metals Down,Central,Central,Down,AAON,79.795,0.03448559533575221,0.033378264705463456,-0.3024937976482319,-0.09668681085657,0.16800847389965795,0.3560686340311219,0.5692,0.1992,0.112,-0.3963177884908474,82.45841863217245,55.657507416659335,108.20749665251337
ONI Central | Temp Central | Metals Down,Central,Central,Down,VRT,257.06,0.22986944179771354,0.2112185556480911,-0.27256241181101326,0.023439887364077205,0.4232839901717348,0.7892159775327412,0.7736,0.5143,0.0813,-0.370974813238198,311.3558419148983,186.99510641986092,459.9358591845665
ONI Central | Temp Central | Metals Down,Central,Central,Down,NVT,162.38,-0.01312325053601013,-0.016553483646300493,-0.23930441717514514,-0.10661753703621749,0.07189837782565628,0.23708495155248846,0.447,0.0756,0.088,-0.28409543138298377,159.69204532551373,123.52174873909992,200.87785443309306
ONI Central | Temp Central | Metals Down,Central,Central,Down,JCI,146.01,-0.037338970501717576,-0.031168294720206713,-0.23793434643143468,-0.1108379615007749,0.040293810350011394,0.14164400812632658,0.3839,0.0147,0.0861,-0.2949826816033301,141.45911728790261,111.26920607754622,166.69144162652492
ONI Central | Temp Central | Metals Down,Central,Central,Down,TT,442.52,0.024604403042784124,0.02777046619169865,-0.1794492189814351,-0.05743505727845524,0.1083769172707863,0.22312450539746342,0.5868,0.0743,0.0361,-0.24540162485686867,454.80898669915047,363.1101316163353,541.2570561284855
ONI Central | Temp Central | Metals Down,Central,Central,Down,SPXC,191.82,-0.035882286632610026,-0.038526004503437405,-0.2367237112522657,-0.11912428217083793,0.045934122340463734,0.1710824449277546,0.3792,0.0317,0.0857,-0.30245252205890755,184.42994181615063,146.41165770759036,224.63703458604186
ONI Central | Temp Central | Metals Down,Central,Central,Down,Basket,100.0,0.04485642835600787,0.05081919900035503,-0.20322214939966557,-0.045674207692393665,0.14375400258231902,0.2682876154912472,0.6407,0.1316,0.052,-0.2755109722715488,105.0819199000355,79.67778506003344,126.82876154912474
ONI Central | Temp Central | Metals Base,Central,Central,Base,MOD,189.3,0.1255548558017158,0.0940157660053661,-0.34858598272022323,-0.10091759075707227,0.3204951575396079,0.6981816863780098,0.6248,0.3733,0.1465,-0.4499810420225614,207.0971845048158,123.31267347106176,321.4657932313573
ONI Central | Temp Central | Metals Base,Central,Central,Base,AAON,79.795,0.00105699188140235,-1.4556214359362496e-05,-0.3250331721455627,-0.1258766792618032,0.130265181695923,0.31224832292355575,0.5,0.1462,0.1426,-0.41582531315041965,79.79383848687519,53.85897802864483,104.71085492768513
ONI Central | Temp Central | Metals Base,Central,Central,Base,VRT,257.06,0.21085443926214567,0.19249191432825286,-0.2838093190954665,0.007616490675089238,0.4012786067040479,0.7615529222577574,0.7575,0.4899,0.0862,-0.3807001670966761,306.5419714972207,184.1039764333194,452.8247941955791
ONI Central | Temp Central | Metals Base,Central,Central,Base,NVT,162.38,0.002588141886025156,-0.0008967016287803609,-0.22719390102207793,-0.09239460345691092,0.08896334167216391,0.25677973830655104,0.4974,0.0919,0.0738,-0.2726980024534047,162.23439358951865,125.48825435203499,204.07589390621774
ONI Central | Temp Central | Metals Base,Central,Central,Base,JCI,146.01,-0.03173622307693527,-0.025529633576280575,-0.23349907664569133,-0.10566298280239322,0.046348385416785653,0.1482884476855779,0.4057,0.0172,0.0798,-0.2908794366977661,142.28241820152726,111.9167998189626,167.6615962465712
ONI Central | Temp Central | Metals Base,Central,Central,Base,TT,442.52,0.023024261428225674,0.02618544188473615,-0.1807146697564809,-0.05888867790120003,0.10666758195425396,0.22123820671962718,0.5822,0.0726,0.0368,-0.2465653640437205,454.1075817428334,362.5501443393621,540.4223312375694
ONI Central | Temp Central | Metals Base,Central,Central,Base,SPXC,191.82,-0.04777203097767101,-0.05038314584871023,-0.24613662817312654,-0.1299874650991758,0.033035397274030986,0.156640358983137,0.3421,0.0247,0.0993,-0.31105485460219656,182.1555049633004,144.60607198383084,221.86675366014532
ONI Central | Temp Central | Metals Base,Central,Central,Base,Basket,100.0,0.040510062314986904,0.04615376906213198,-0.20668721748036806,-0.04999686626308064,0.13883013801242688,0.26337576690483133,0.629,0.1226,0.0544,-0.27832052972414567,104.61537690621319,79.3312782519632,126.33757669048312
ONI Central | Temp Central | Metals Up,Central,Central,Up,MOD,189.3,0.13991043405543413,0.10796908765711721,-0.34027770271731933,-0.08945049271569325,0.3373370479814679,0.7198406752421878,0.6431,0.3918,0.1375,-0.4429659772733185,209.7385482934923,124.88543087561146,325.56583982334615
ONI Central | Temp Central | Metals Up,Central,Central,Up,AAON,79.795,-0.03129139205713543,-0.0323283139033515,-0.346844204155016,-0.154123299602295,0.09374153484426351,0.2698440313428599,0.4343,0.1007,0.1794,-0.4347024672092208,77.21536219208207,52.1185667294505,101.3272044810035
ONI Central | Temp Central | Metals Up,Central,Central,Up,VRT,257.06,0.19213342754311444,0.17405480547428276,-0.29488233802782043,-0.007962260592249026,0.3796134483108392,0.734317565280104,0.741,0.4657,0.0931,-0.3902751573295584,301.8025282952191,181.2575461865685,445.82367333090355
ONI Central | Temp Central | Metals Up,Central,Central,Up,NVT,162.38,0.01854966468348297,0.015009341349115135,-0.21489058159158256,-0.07794523624140973,0.10629998518262762,0.2767880723435234,0.5409,0.1074,0.0618,-0.2611191228222946,164.8172168482693,127.48606736115882,207.32484718714133
ONI Central | Temp Central | Metals Up,Central,Central,Up,JCI,146.01,-0.026100867311580317,-0.01985815507168942,-0.22903799331228294,-0.10045788540419193,0.05243819848927944,0.15497155829880235,0.4282,0.0199,0.0744,-0.2867523106501142,143.11051077798263,112.56816259647357,168.6373972272081
ONI Central | Temp Central | Metals Up,Central,Central,Up,TT,442.52,0.0214465567029824,0.02460286199716133,-0.18197816895741203,-0.060340056754896454,0.10496088276914839,0.2193548170855444,0.5774,0.071,0.037,-0.2477273085157418,453.40725849098385,361.991020672966,539.5888936566951
ONI Central | Temp Central | Metals Up,Central,Central,Up,SPXC,191.82,-0.05951514797771915,-0.062094061917438714,-0.2554334626134161,-0.14071668049844466,0.020295742558957386,0.1423763765079507,0.3053,0.0201,0.1137,-0.3195511009971938,179.9091170429969,142.82275320149452,219.13063654175508
ONI Central | Temp Central | Metals Up,Central,Central,Up,Basket,100.0,0.03644752509122558,0.041929230163941456,-0.2092229062130785,-0.05361519449082944,0.13427216186329127,0.25845059737726783,0.6194,0.1162,0.0559,-0.2809417743203991,104.19292301639415,79.07770937869215,125.84505973772679
ONI Central | Temp High | Metals Down,Central,High,Down,MOD,189.3,0.11811257025140348,0.08678202019085735,-0.35289319982570944,-0.10686241698065296,0.3117639064774689,0.6869531327795856,0.6161,0.3651,0.151,-0.4536178244701282,205.72783642212931,122.49731727299321,319.3402280351755
ONI Central | Temp High | Metals Down,Central,High,Down,AAON,79.795,0.051848331631687575,0.05072241563896096,-0.2907869007027192,-0.08152566335828387,0.18761224916262387,0.3788287983079669,0.605,0.2322,0.1,-0.3861856270646861,83.84239515591089,56.591659258426525,110.02364396098422
ONI Central | Temp High | Metals Down,Central,High,Down,VRT,257.06,0.25911903543541964,0.24002458119448644,-0.25526199509343084,0.047780032586534515,0.457133500476442,0.8317683318675451,0.7977,0.5561,0.0726,-0.35601490735276403,318.76071884185467,191.44235154128265,470.87436738987117
ONI Central | Temp High | Metals Down,Central,High,Down,NVT,162.38,-0.02328262815030934,-0.026677548813030694,-0.24713537851823547,-0.11581444009444775,0.06086374721914928,0.22434981196123246,0.4176,0.0664,0.0988,-0.29146529276874705,158.0480996237401,122.25015723620892,198.80992246626494
ONI Central | Temp High | Metals Down,Central,High,Down,JCI,146.01,-0.034273887723100756,-0.028083564701813002,-0.2355079530911478,-0.10800689722363865,0.043606073488436425,0.14527896714242272,0.3969,0.0159,0.0823,-0.2927379283879949,141.90951871788826,111.6234837691615,167.22218199246515
ONI Central | Temp High | Metals Down,Central,High,Down,TT,442.52,0.039601454172697274,0.04281385872985077,-0.1674388840842975,-0.04363881104207398,0.12460013986300017,0.24102727908379667,0.6315,0.098,0.0301,-0.23435662994862566,461.46598876513355,368.42494501501665,549.1793915401616
ONI Central | Temp High | Metals Down,Central,High,Down,SPXC,191.82,-0.019111382847159967,-0.021801088399193425,-0.22344645991373993,-0.1038013794735585,0.06412822902316784,0.19145351656807902,0.4308,0.0441,0.0697,-0.2903186285766751,187.6381152232667,148.9585000593464,228.5446135480889
ONI Central | Temp High | Metals Down,Central,High,Down,Basket,100.0,0.05600192753866256,0.0620347152372438,-0.1947906818552359,-0.035668204890655614,0.1559581480691864,0.2823658429962902,0.666,0.1551,0.0474,-0.2682383516214954,106.20347152372437,80.52093181447641,128.23658429962902
ONI Central | Temp High | Metals Base,Central,High,Base,MOD,189.3,0.1323732279314569,0.100643081031354,-0.34463985503266653,-0.09547114058192205,0.3284944365913721,0.7084689101609758,0.6338,0.3815,0.1422,-0.44664914405724065,208.35173523923532,124.05967544231623,323.41316469347277
ONI Central | Temp High | Metals Base,Central,High,Base,AAON,79.795,0.017858664756893558,0.016769131870334353,-0.3137045745378435,-0.11120545254145547,0.14923547609416876,0.3342730100612344,0.5364,0.1711,0.1259,-0.4060205646993425,81.13309287759333,54.76294347475278,106.4683148378362
ONI Central | Temp High | Metals Base,Central,High,Base,VRT,257.06,0.2396518051443817,0.2208525701222267,-0.2667763839955022,0.03158031308848114,0.43460476997499914,0.8034473749502634,0.7826,0.5284,0.0781,-0.3659715562078294,313.8323616756196,188.48246273011623,463.59418220471474
ONI Central | Temp High | Metals Base,Central,High,Base,NVT,162.38,-0.007732976258232418,-0.011181945140047722,-0.23514953376589776,-0.10173792414337463,0.07775303622907248,0.24384185123362997,0.4671,0.0806,0.0827,-0.28018519438159956,160.56427574815905,124.19641870709353,201.97503980331683
ONI Central | Temp High | Metals Base,Central,High,Base,JCI,146.01,-0.02865330132476658,-0.022426950236170307,-0.23105856154434604,-0.102815441554026,0.04967992613392269,0.15194456239058465,0.4181,0.0186,0.0769,-0.2886216188782647,142.73544099601676,112.27313942891001,168.19542555464926
ONI Central | Temp High | Metals Base,Central,High,Base,TT,442.52,0.03799818415412684,0.04120563455130555,-0.16872285715918828,-0.04511370819138655,0.12286578514477076,0.23911337080596876,0.626,0.0945,0.0308,-0.23553740269109688,460.7543174016437,367.85676124991596,548.3324488490573
ONI Central | Temp High | Metals Base,Central,High,Base,SPXC,191.82,-0.031207950234345305,-0.03386448565483391,-0.23302311526802172,-0.11485352832708254,0.051005129615257105,0.17676020939758827,0.3938,0.0358,0.0815,-0.29907059937410435,185.32411436168974,147.12150602928807,225.72614336664537
ONI Central | Temp High | Metals Base,Central,High,Base,Basket,100.0,0.05146966488135925,0.057177478247251945,-0.19852126132198525,-0.039970013305106106,0.15090871622604501,0.2770799047184346,0.6553,0.1481,0.0493,-0.2711726998284111,105.7177478247252,80.14787386780148,127.70799047184344
ONI Central | Temp High | Metals Up,Central,High,Up,MOD,189.3,0.1468157692275956,0.11468092894051252,-0.33628124523506087,-0.08393457729743084,0.34543835162653297,0.7302591045770369,0.6511,0.3998,0.1334,-0.43959158353648736,211.00909984843904,125.641960277003,327.5380484964331
ONI Central | Temp High | Metals Up,Central,High,Up,AAON,79.795,-0.01503265227076298,-0.016086977743145048,-0.33588168143401326,-0.13992616224813537,0.11209881882292444,0.29115700771738107,0.469,0.1208,0.1597,-0.42521455163568056,78.51133961098574,52.99332122997291,103.02787343080843
ONI Central | Temp High | Metals Up,Central,High,Up,VRT,257.06,0.22048555755993385,0.20197697737435283,-0.278112749014121,0.015631057336303766,0.41242435601273475,0.7755642881428405,0.7656,0.502,0.0834,-0.3757742653870313,308.9802018038512,185.56833673843008,456.4265559099986
ONI Central | Temp High | Metals Up,Central,High,Up,NVT,162.38,0.008064231048474705,0.004560353482689572,-0.22297287054457102,-0.0874373055714194,0.09491120810355624,0.2636442099844028,0.5138,0.0965,0.0697,-0.2687255132325561,163.12051019851913,126.17366528097256,205.19054681726732
ONI Central | Temp High | Metals Up,Central,High,Up,JCI,146.01,-0.023000002761917507,-0.016737413920406674,-0.22658327426034622,-0.09759377128759039,0.05578912898184257,0.15864895182015326,0.4393,0.0213,0.0718,-0.28448135218963305,143.5661701934814,112.92657612524684,169.17433345526058
ONI Central | Temp High | Metals Up,Central,High,Up,TT,442.52,0.03639738669342185,0.039599890570915175,-0.17000485009493335,-0.04658633075905988,0.12113410514280909,0.2372024141513304,0.6221,0.0922,0.0312,-0.23671635444964284,460.04374357544134,367.2894537359901,547.4868123102467
ONI Central | Temp High | Metals Up,Central,High,Up,SPXC,191.82,-0.04315533968226832,-0.04577911403369328,-0.2424816688778126,-0.1257693792757866,0.03804386760003331,0.16224810382044877,0.3553,0.0267,0.0924,-0.30771463864631193,183.03865034605695,145.30716627585798,222.9424312748385
ONI Central | Temp High | Metals Up,Central,High,Up,Basket,100.0,0.04722499283063959,0.05285484535423335,-0.2014693720706914,-0.044031306555234934,0.14622815056066624,0.27194667363292024,0.6445,0.1375,0.0506,-0.27391659277764885,105.28548453542334,79.85306279293086,127.19466736329203
ONI High | Temp Low | Metals Down,High,Low,Down,MOD,189.3,0.10913676691876187,0.07805772718296222,-0.35808793918211745,-0.11403220248120413,0.30123354025436844,0.6734108831402594,0.6038,0.3543,0.1586,-0.4580039829683859,204.07632775573478,121.51395311282518,316.77668017845116
ONI High | Temp Low | Metals Down,High,Low,Down,AAON,79.795,0.016351755960640816,0.01526383609438331,-0.3147206140424087,-0.11252128583737459,0.14753406792439544,0.3322976594501118,0.5334,0.168,0.1265,-0.4068999331881508,81.01297780115132,54.681868602486,106.31069173582168
ONI High | Temp Low | Metals Down,High,Low,Down,VRT,257.06,0.1910326198633709,0.17297069146787536,-0.29553343875152177,-0.00887830131126996,0.3783395228894978,0.7327161085548201,0.7401,0.4642,0.0933,-0.390838172990251,301.52384594873206,181.0901742345338,445.41200286510207
ONI High | Temp Low | Metals Down,High,Low,Down,NVT,162.38,-0.004965694724459045,-0.008424282254953341,-0.23301648235870076,-0.0992328080853668,0.08075872522584909,0.24731073662787967,0.4741,0.0831,0.0798,-0.2781777405696074,161.01206504744067,124.54278359459416,202.5383174136351
ONI High | Temp Low | Metals Down,High,Low,Down,JCI,146.01,-0.04247473158774079,-0.036336976133927834,-0.24199993858554117,-0.11558160818072133,0.03474388124151628,0.13555337945084933,0.3663,0.0124,0.0895,-0.2987439229934393,140.7044381146852,110.67558896712512,165.8021489336185
ONI High | Temp Low | Metals Down,High,Low,Down,TT,442.52,0.007502668498359438,0.010615886694272714,-0.19314508208286854,-0.07316746619006478,0.08987693058515306,0.20270925972413914,0.5324,0.0527,0.0445,-0.25799667233180434,447.21774217994954,357.049438276689,532.222901613126
ONI High | Temp Low | Metals Down,High,Low,Down,SPXC,191.82,-0.05880379108988295,-0.06138465564921136,-0.2548702929529123,-0.14006674221755072,0.021067466210368313,0.1432404385948445,0.3081,0.0203,0.113,-0.3190364281557489,180.04519535336829,142.93078040577234,219.29638093126306
ONI High | Temp Low | Metals Down,High,Low,Down,Basket,100.0,0.03111137054843575,0.03674425443449736,-0.2137721410976953,-0.0581588520702401,0.1285547113267565,0.2515159493802825,0.6059,0.1071,0.0589,-0.2846710661565221,103.67442544344973,78.62278589023047,125.15159493802825
ONI High | Temp Low | Metals Base,High,Low,Base,MOD,189.3,0.12328294519652981,0.09180751644008134,-0.34990084925613335,-0.1027323711295848,0.31782976372335175,0.6947539396423194,0.6221,0.3703,0.1479,-0.4510912446015305,206.6791628621074,123.06376923581396,320.8169207742911
ONI High | Temp Low | Metals Base,High,Low,Base,AAON,79.795,-0.01649086647250525,-0.017543631048091368,-0.3368648884063081,-0.14119947540683864,0.11045239034477533,0.2892454890364085,0.4658,0.1188,0.1618,-0.42606550401059123,78.39510596051755,52.914866229618646,102.87534379766022
ONI High | Temp Low | Metals Base,High,Low,Base,VRT,257.06,0.17261807315055722,0.1548354000992188,-0.3064251911547543,-0.024202026719127023,0.35702902550507054,0.7059265973450535,0.7217,0.4361,0.101,-0.4002564195874104,296.8619879495052,178.29034036175887,438.5254911135194
ONI High | Temp Low | Metals Base,High,Low,Base,NVT,162.38,0.010875568586346846,0.007361919239929682,-0.22080586027905347,-0.08489230726725336,0.09796474862723575,0.2671683211398487,0.5205,0.0995,0.0678,-0.2666861001159939,163.57542844617979,126.5255444078873,205.7627919866886
ONI High | Temp Low | Metals Base,High,Low,Base,JCI,146.01,-0.036901874613820516,-0.030728397039230915,-0.23758833080051628,-0.11043423780282413,0.04076615537362338,0.14216237117012256,0.3857,0.0148,0.0855,-0.2946625687481042,141.5233467483019,111.31972781981662,166.76712781454958
ONI High | Temp Low | Metals Base,High,Low,Base,TT,442.52,0.005948901123804766,0.009057318124630509,-0.19438941114189437,-0.07459682434239218,0.08819612588857884,0.20085444537251135,0.5271,0.0509,0.0453,-0.25914098747695447,446.5280444165114,356.49879778148886,531.4021091662437
ONI High | Temp Low | Metals Base,High,Low,Base,SPXC,191.82,-0.07041086162424372,-0.0729598983067743,-0.26405942162243623,-0.15067165741316293,0.008475403058766151,0.12914170733893565,0.2732,0.0159,0.1284,-0.3274342437598716,177.82483230679455,141.16812174438428,216.59196230175465
ONI High | Temp Low | Metals Base,High,Low,Base,Basket,100.0,0.02698884076380988,0.03244196241619823,-0.21608992186746134,-0.06217065232904129,0.1240918872755456,0.2467419653504775,0.5926,0.1001,0.0606,-0.28733505511159796,103.24419624161982,78.39100781325386,124.67419653504774
ONI High | Temp Low | Metals Up,High,Low,Up,MOD,189.3,0.13760954699449385,0.10573267358321281,-0.34160933935497256,-0.09128841920277903,0.33463765913661847,0.7163692102583423,0.6403,0.3881,0.1389,-0.4440903396241706,209.31519510930218,124.6333520601037,324.90869150190423
ONI High | Temp Low | Metals Up,High,Low,Up,AAON,79.795,-0.04827220491419829,-0.04929095021519364,-0.35829358763814884,-0.168950951418155,0.07456897855137817,0.2475845162760098,0.3995,0.0798,0.2022,-0.44461175420654026,75.86182862757863,51.20496317441391,99.5510064762442
ONI High | Temp Low | Metals Up,High,Low,Up,VRT,257.06,0.15448823361115183,0.1369804983391164,-0.31714854625293526,-0.0392888321193946,0.3360480095664192,0.679551278574149,0.7016,0.4082,0.1086,-0.40952905074211765,292.2722069030533,175.53379470022048,431.74545167027077
ONI High | Temp Low | Metals Up,High,Low,Up,NVT,162.38,0.02696902985852131,0.023399442094520606,-0.20840084120371793,-0.0703235011050285,0.11544469740565544,0.287342044726926,0.5651,0.1175,0.0569,-0.2550115090833564,166.17960140730827,128.53987140534028,209.03860122275825
ONI High | Temp Low | Metals Up,High,Low,Up,JCI,146.01,-0.03129658326362185,-0.025087175663277395,-0.233151047182151,-0.10525690940725974,0.046823479517989486,0.14880982763472217,0.4077,0.0175,0.0796,-0.29055746076569344,142.34702148140485,111.96761560093414,167.7377229329458
ONI High | Temp Low | Metals Up,High,Low,Up,TT,442.52,0.004397529964297175,0.007501153174423014,-0.19563182120064798,-0.07602397814317494,0.08651791332360126,0.19900249150961022,0.5226,0.0493,0.0468,-0.2602835378629686,445.83941030274565,355.9490064822893,530.5825825428327
ONI High | Temp Low | Metals Up,High,Low,Up,SPXC,191.82,-0.08187479081877096,-0.08439239213395877,-0.27313522762490444,-0.16114579010293728,-0.003961371574044581,0.11521684521528988,0.2396,0.0123,0.1499,-0.3357284953705051,175.63185134086405,139.42720063699082,213.9208952491969
ONI High | Temp Low | Metals Up,High,Low,Up,Basket,100.0,0.02314582306169616,0.02841903771814125,-0.21855185000690422,-0.06553660832668559,0.11952929569820014,0.24204776961253224,0.5827,0.0949,0.0626,-0.28981292050109164,102.84190377181412,78.14481499930959,124.20477696125322
ONI High | Temp Central | Metals Down,High,Central,Down,MOD,189.3,0.11577283020322233,0.0845078418264088,-0.3542473226001969,-0.10873137886081158,0.309018935508174,0.6834230483237053,0.6122,0.3616,0.1527,-0.4547611729054402,205.2973344577392,122.24098183178273,318.67198304767743
ONI High | Temp Central | Metals Down,High,Central,Down,AAON,79.795,0.03319868424931144,0.03209273115010769,-0.30336150278469287,-0.09781054207417053,0.16655545893174,0.35438167022323724,0.5661,0.1979,0.1132,-0.3970687755845113,82.35583948212285,55.588268885295435,108.07288537546322
ONI High | Temp Central | Metals Down,High,Central,Down,VRT,257.06,0.2190062617599087,0.200520114994177,-0.27898771617113516,0.014400056487349655,0.4107124198044276,0.7734122063112656,0.7646,0.5005,0.0839,-0.37653086140061026,308.6057007604031,185.34341768104798,455.87334175437394
ONI High | Temp Central | Metals Down,High,Central,Down,NVT,162.38,-0.015083756816277542,-0.018507175505659557,-0.24081559723720442,-0.10839230975253952,0.06976896956603634,0.23462738750706913,0.4411,0.0742,0.0901,-0.28551763066329716,159.37480484139098,123.27636332062275,200.47879518339786
ONI High | Temp Central | Metals Down,High,Central,Down,JCI,146.01,-0.039463542057596286,-0.03330648482076953,-0.23961620843859177,-0.11280032241253554,0.03799790496743011,0.13912442510355838,0.3774,0.0139,0.0871,-0.29653863919917056,141.14692015131942,111.02363740588122,166.32355730937053
ONI High | Temp Central | Metals Down,High,Central,Down,TT,442.52,0.02206679678075139,0.025225018638286634,-0.18148145190376597,-0.05976947892833251,0.10563183419520489,0.22009523049397403,0.5794,0.0722,0.0368,-0.24727051548079754,453.6825752478146,362.21082790354546,539.9165413981934
ONI High | Temp Central | Metals Down,High,Central,Down,SPXC,191.82,-0.04263461371585378,-0.04525981595572437,-0.24206941861253,-0.1252936128282895,0.038608783117205336,0.16288061272411397,0.3564,0.0269,0.0921,-0.30733788892007546,183.13826210337294,145.38624412174448,223.06375913273953
ONI High | Temp Central | Metals Down,High,Central,Down,Basket,100.0,0.0418375229147809,0.04773320020315741,-0.20564518204204382,-0.04851866680547623,0.1404058942171269,0.26491927737806564,0.6325,0.1257,0.0537,-0.2776741372204141,104.77332002031574,79.43548179579562,126.49192773780658
ONI High | Temp Central | Metals Base,High,Central,Base,MOD,189.3,0.13000364631564193,0.09833989728764247,-0.34601124859174,-0.09736393961971493,0.3257144556486844,0.7048938022187788,0.6315,0.3783,0.1436,-0.4478070750140972,207.91574255655075,123.80007064158363,322.7363967600149
ONI High | Temp Central | Metals Base,High,Central,Base,AAON,79.795,-0.0001883336666958967,-0.0012585487452264066,-0.32587283806035366,-0.12696409797255792,0.12885911978505565,0.3106158720488914,0.4975,0.1438,0.1443,-0.41655203267586727,79.69457410287467,53.79197688697408,104.5805935101413
ONI High | Temp Central | Metals Base,High,Central,Base,VRT,257.06,0.20015921477225754,0.18195888218783407,-0.2901352818713946,-0.0012835754419001644,0.3889014052951733,0.7459934930287201,0.7482,0.4764,0.0903,-0.3861703132386743,303.83435025520464,182.4778244421393,448.82508731796275
ONI High | Temp Central | Metals Base,High,Central,Base,NVT,162.38,0.0005964237208573484,-0.0028814968852868272,-0.22872913955241933,-0.09419763112059207,0.08680003255429414,0.254283049058171,0.4916,0.0894,0.0755,-0.27414284359959196,161.91210253576713,125.23896231947815,203.6704815060658
ONI High | Temp Central | Metals Base,High,Central,Base,JCI,146.01,-0.03387315977220232,-0.027680268077013848,-0.23519072719496315,-0.10763676477744405,0.04403911772122432,0.14575420053196822,0.3982,0.0159,0.0818,-0.2924444500641696,141.96840405807518,111.66980192226343,167.29157081967267
ONI High | Temp Central | Metals Base,High,Central,Base,TT,442.52,0.020490568654407612,0.02364391991235315,-0.18274376857573582,-0.06121949941351795,0.1039267323369617,0.2182136035541497,0.5748,0.0699,0.0376,-0.2484313724705408,452.9829074396145,361.6522275298654,539.0838838447823
ONI High | Temp Central | Metals Base,High,Central,Base,SPXC,191.82,-0.054441086649508384,-0.05703391422905124,-0.25141641091342387,-0.13608071400511493,0.025800395993326564,0.14853967385594805,0.322,0.0222,0.1078,-0.31587997387927197,180.87975457258338,143.59330405858702,220.31288023904796
ONI High | Temp Central | Metals Base,High,Central,Base,Basket,100.0,0.037535324767822544,0.04307688469233617,-0.20876427782711668,-0.05274142606636292,0.13554071408656182,0.25992605857048307,0.6226,0.1174,0.0557,-0.28045785008525126,104.30768846923363,79.12357221728833,125.9926058570483
ONI High | Temp Central | Metals Up,High,Central,Up,MOD,189.3,0.14441596543812193,0.11234836987644659,-0.337670129854168,-0.08585151751729542,0.3426229141854249,0.726638398908914,0.6481,0.3966,0.1351,-0.4407642830036283,210.56754641761137,125.379044418606,326.8526489134574
ONI High | Temp Central | Metals Up,High,Central,Up,AAON,79.795,-0.03249647587146122,-0.033532107775868736,-0.3476567369139406,-0.15517557921683173,0.09238090873865296,0.2682643318580589,0.4307,0.0992,0.1802,-0.43540570335418616,77.11930546002455,52.05373067795211,101.20115236061382
ONI High | Temp Central | Metals Up,High,Central,Up,VRT,257.06,0.18160356184163273,0.1636846244675294,-0.30111049513906907,-0.01672472285143886,0.36742761072333824,0.7189987002737288,0.7318,0.4505,0.0968,-0.39566072958165815,299.1367695656231,179.6565361195509,441.8858058923647
ONI High | Temp Central | Metals Up,High,Central,Up,NVT,162.38,0.01652623773025825,0.012992947519464337,-0.21645026160868985,-0.07977696868021819,0.10410223549403846,0.27425163500648053,0.536,0.1041,0.0632,-0.2625869663000776,164.4897948182106,127.23280651998094,206.91298049235232
ONI High | Temp Central | Metals Up,High,Central,Up,JCI,146.01,-0.028250241112120624,-0.02202130639978095,-0.23073948937359706,-0.10244315491383565,0.05011549071124055,0.15242256166819254,0.4197,0.0188,0.0765,-0.2883264324922321,142.79466905256797,112.31972715656109,168.26521822917277
ONI High | Temp Central | Metals Up,High,Central,Up,TT,442.52,0.01891677138201006,0.02206525955178895,-0.18400413850699493,-0.06266728368177554,0.10222426008131952,0.21633487845333946,0.5696,0.0678,0.0385,-0.24959043919036855,452.28431865685764,361.0944886278846,538.2525104131718
ONI High | Temp Central | Metals Up,High,Central,Up,SPXC,191.82,-0.0661019591623308,-0.06866281133407437,-0.2606481337328923,-0.1467347859123413,0.01314996515037048,0.1343755910857945,0.284,0.0175,0.1219,-0.3243167156786753,178.64909952989785,141.8224749873566,217.59592588207707
ONI High | Temp Central | Metals Up,High,Central,Up,Basket,100.0,0.033516265749444336,0.03906128926794683,-0.21152317104632987,-0.05620299142237026,0.1310224964385227,0.2552086876921385,0.6106,0.1121,0.0571,-0.28305390311613177,103.90612892679468,78.84768289536702,125.52086876921386
ONI High | Temp High | Metals Down,High,High,Down,MOD,189.3,0.12253194490062297,0.09107755986820765,-0.35033549010656656,-0.10333226295352,0.3169486940456332,0.6936208674136317,0.6212,0.3697,0.1485,-0.45145823195720336,206.54098208305172,122.98149172282696,320.6024302014005
ONI High | Temp High | Metals Down,High,High,Down,AAON,79.795,0.05053982111657332,0.04941530577532027,-0.2916691693435295,-0.08266825520467089,0.18613484688971538,0.37711352061357784,0.6028,0.2288,0.1009,-0.3869492186749596,83.73809432434169,56.52125863223307,109.88677337736044
ONI High | Temp High | Metals Down,High,High,Down,VRT,257.06,0.2479974998430166,0.22907170293032775,-0.2618401104228679,0.03852521028818795,0.4442629444508734,0.8155887045832536,0.789,0.5398,0.0757,-0.3617030932409049,315.94517195527004,189.75138121469757,466.71523240017115
ONI High | Temp High | Metals Down,High,High,Down,NVT,162.38,-0.025222952048503954,-0.028611128441199785,-0.24863100177555483,-0.1175709424581505,0.05875626009873541,0.22191754724641585,0.4113,0.0651,0.1011,-0.2928728512547168,157.734124963718,122.0072979316854,198.414971321873
