rule,centered_month,information_month,entry_date,exit_date,horizon_days,ONI,dONI,strength,train_n,train_mean_spread,direction,direction_label,cop_return,xle_return,spread_return,model_gross_return,regime,xle_trailing_126d_return,xle_volatility_20d,is_test
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-02-02,2,2.5,0.20000000000000018,Extreme ≥2.0,6,0.008838548634798013,1.0,Long COP / short XLE,-0.04314853556485354,-0.03336827393431174,-0.009780261630541798,-0.004890130815270899,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-03-02,2,2.6,0.10000000000000009,Extreme ≥2.0,7,0.006178718596892325,1.0,Long COP / short XLE,0.07103023187555024,0.04387504387504393,0.027155188000506314,0.013577594000253157,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-02-04,2,1.0,0.19999999999999996,Strong 1.0–1.4,8,0.008800777272344074,1.0,Long COP / short XLE,0.023266022827041377,0.008841321544904801,0.014424701282136576,0.007212350641068288,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-03-04,2,1.1,0.10000000000000009,Strong 1.0–1.4,9,0.009425657717876575,1.0,Long COP / short XLE,0.026582464385372262,0.014786585365853755,0.011795879019518507,0.0058979395097592535,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
S3 Strong and rising,2023-07,2023-09,2023-10-02,2023-10-03,2,1.0,0.30000000000000004,Strong 1.0–1.4,10,0.009662679848040766,1.0,Long COP / short XLE,-0.02195608782435121,-0.019275506812894583,-0.0026805810114566286,-0.0013402905057283143,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True
S3 Strong and rising,2023-08,2023-10,2023-11-01,2023-11-02,2,1.3,0.30000000000000004,Strong 1.0–1.4,11,0.008540565224450096,1.0,Long COP / short XLE,0.02125878808168724,0.02134608655079906,-8.729846911181838e-05,-4.364923455590919e-05,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True
S3 Strong and rising,2023-09,2023-11,2023-12-01,2023-12-04,2,1.5,0.19999999999999996,Very strong 1.5–1.9,12,0.007821576583319936,1.0,Long COP / short XLE,-0.004346692167260691,0.0017755681818181213,-0.006122260349078812,-0.003061130174539406,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S3 Strong and rising,2023-10,2023-12,2024-01-02,2024-01-03,2,1.7,0.19999999999999996,Very strong 1.5–1.9,13,0.006748973742366186,1.0,Long COP / short XLE,0.02355551762396524,0.02001658178372634,0.0035389358402388993,0.0017694679201194496,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S3 Strong and rising,2023-11,2024-01,2024-02-01,2024-02-02,2,1.9,0.19999999999999996,Very strong 1.5–1.9,14,0.006519685320785665,1.0,Long COP / short XLE,-0.01522164856685071,-0.0046478369681802745,-0.010573811598670435,-0.0052869057993352175,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S3 Strong and rising,2023-12,2024-02,2024-03-01,2024-03-04,2,2.0,0.10000000000000009,Extreme ≥2.0,15,0.005380118859488592,1.0,Long COP / short XLE,-0.01898066783831287,-0.006339326878746054,-0.012641340959566816,-0.006320670479783408,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S3 Strong and rising,2026-06,2026-08,2026-09-01,2026-09-02,2,1.4,0.4999999999999999,Strong 1.0–1.4,16,0.004253777620797629,1.0,Long COP / short XLE,0.016296296296296253,0.003545552643749117,0.012750743652547136,0.006375371826273568,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-08-07,5,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,-0.01927710843373487,-0.023455710955710973,0.004178602521976105,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-09-08,5,1.2,0.19999999999999996,Strong 1.0–1.4,1,0.004178602521976105,,Insufficient training,0.00602034461282952,0.004184748915065262,0.0018355956977642585,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-10-07,5,1.4,0.19999999999999996,Strong 1.0–1.4,2,0.0030070991098701816,,Insufficient training,0.13514068597247908,0.09858018715714745,0.03656049881533163,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2015-11-06,5,1.7,0.30000000000000004,Very strong 1.5–1.9,3,0.014191565678357332,1.0,Long COP / short XLE,0.052264150943396315,0.032238982549541495,0.02002516839385482,0.01001258419692741,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2015-12-07,5,2.0,0.30000000000000004,Extreme ≥2.0,4,0.015649966357231704,1.0,Long COP / short XLE,-0.10044069041498349,-0.08578143360752033,-0.014659256807463161,-0.007329628403731581,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-01-08,5,2.3,0.2999999999999998,Extreme ≥2.0,5,0.009588121724292731,1.0,Long COP / short XLE,-0.0672268907563024,-0.0683178191489362,0.0010909283926338054,0.0005454641963169027,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-02-05,5,2.5,0.20000000000000018,Extreme ≥2.0,6,0.00817192283568291,1.0,Long COP / short XLE,-0.13964435146443532,-0.022711390635918982,-0.11693296082851634,-0.05846648041425817,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-03-07,5,2.6,0.10000000000000009,Extreme ≥2.0,7,-0.00970020340205984,-1.0,Long XLE / short COP,0.215145289110654,0.09494559494559485,0.12019969416505916,-0.06009984708252958,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-02-07,5,1.0,0.19999999999999996,Strong 1.0–1.4,8,0.006537283793830034,1.0,Long COP / short XLE,-0.012584138132864964,-0.019233752132775006,0.006649613999910042,0.003324806999955021,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-03-07,5,1.1,0.10000000000000009,Strong 1.0–1.4,9,0.006549764927838924,1.0,Long COP / short XLE,-0.0020561022176529553,-0.007317073170731381,0.0052609709530784254,0.0026304854765392127,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
S3 Strong and rising,2023-07,2023-09,2023-10-02,2023-10-06,5,1.0,0.30000000000000004,Strong 1.0–1.4,10,0.006420885530362875,1.0,Long COP / short XLE,-0.0408349966733198,-0.05029356375318483,0.009458567079865032,0.004729283539932516,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True
S3 Strong and rising,2023-08,2023-10,2023-11-01,2023-11-07,5,1.3,0.30000000000000004,Strong 1.0–1.4,11,0.006697038398499434,1.0,Long COP / short XLE,-0.03540341479745557,-0.022512539367782414,-0.012890875429673154,-0.006445437714836577,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True
S3 Strong and rising,2023-09,2023-11,2023-12-01,2023-12-07,5,1.5,0.19999999999999996,Very strong 1.5–1.9,12,0.005064712246151719,1.0,Long COP / short XLE,-0.03633834651829959,-0.03705018939393945,0.0007118428756398565,0.00035592143781992824,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S3 Strong and rising,2023-10,2023-12,2024-01-02,2024-01-08,5,1.7,0.19999999999999996,Very strong 1.5–1.9,13,0.004729876140727729,1.0,Long COP / short XLE,-0.022787402918835853,-0.008646215800070856,-0.014141187118764997,-0.007070593559382499,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S3 Strong and rising,2023-11,2024-01,2024-02-01,2024-02-07,5,1.9,0.19999999999999996,Very strong 1.5–1.9,14,0.003381943050763963,1.0,Long COP / short XLE,-0.00017803097739010898,-0.001906804910022819,0.00172877393263271,0.000864386966316355,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S3 Strong and rising,2023-12,2024-02,2024-03-01,2024-03-07,5,2.0,0.10000000000000009,Extreme ≥2.0,15,0.0032717317762218793,1.0,Long COP / short XLE,-0.009314586994727536,0.012678653757492109,-0.021993240752219645,-0.010996620376109822,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S3 Strong and rising,2026-06,2026-08,2026-09-01,2026-09-08,5,1.4,0.4999999999999999,Strong 1.0–1.4,16,0.001692670993194284,1.0,Long COP / short XLE,0.00029629629629646104,-0.0015415446277168288,0.0018378409240132898,0.0009189204620066449,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-08-14,10,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,-0.000602409638554291,0.010198135198135061,-0.010800544836689352,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-09-15,10,1.2,0.19999999999999996,Strong 1.0–1.4,1,-0.010800544836689352,,Insufficient training,-0.018476230018684148,-0.015499070055796649,-0.002977159962887499,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-10-14,10,1.4,0.19999999999999996,Strong 1.0–1.4,2,-0.0068888523997884255,,Insufficient training,0.13904292462517964,0.09583736689254585,0.04320555773263379,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2015-11-13,10,1.7,0.30000000000000004,Very strong 1.5–1.9,3,0.009809284311018981,1.0,Long COP / short XLE,-0.022075471698113303,-0.024253179532682356,0.0021777078345690537,0.0010888539172845269,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2015-12-14,10,2.0,0.30000000000000004,Extreme ≥2.0,4,0.007901390191906499,1.0,Long COP / short XLE,-0.09052515607785538,-0.10722679200940055,0.016701635931545167,0.008350817965772583,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-01-15,10,2.3,0.2999999999999998,Extreme ≥2.0,5,0.009661439339834233,1.0,Long COP / short XLE,-0.15190691661279865,-0.09657579787234027,-0.055331118740458374,-0.027665559370229187,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-02-12,10,2.5,0.20000000000000018,Extreme ≥2.0,6,-0.0011706536735478685,-1.0,Long XLE / short COP,-0.13289752235107644,-0.03424178895877028,-0.09865573339230616,0.04932786669615308,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-03-14,10,2.6,0.10000000000000009,Extreme ≥2.0,7,-0.015097093633370482,-1.0,Long XLE / short COP,0.174346932785441,0.08722358722358758,0.08712334556185342,-0.04356167278092671,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-02-14,10,1.0,0.19999999999999996,Strong 1.0–1.4,8,-0.002319538733967494,-1.0,Long XLE / short COP,0.01577513526100094,0.0093066542577942,0.006468481003206739,-0.0032342405016033693,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-03-14,10,1.1,0.10000000000000009,Strong 1.0–1.4,9,-0.0013430920965036902,-1.0,Long XLE / short COP,-0.01571449552063464,0.006859756097560954,-0.022574251618195595,0.011287125809097798,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
S3 Strong and rising,2023-07,2023-09,2023-10-02,2023-10-13,10,1.0,0.30000000000000004,Strong 1.0–1.4,10,-0.003466208048672881,-1.0,Long XLE / short COP,0.03842315369261473,-0.007532956685499359,0.04595611037811409,-0.022978055189057045,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True
S3 Strong and rising,2023-08,2023-10,2023-11-01,2023-11-14,10,1.3,0.30000000000000004,Strong 1.0–1.4,11,0.0010267299901259347,1.0,Long COP / short XLE,-0.02811428696798457,-0.011314592324740413,-0.016799694643244156,-0.008399847321622078,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True
S3 Strong and rising,2023-09,2023-11,2023-12-01,2023-12-14,10,1.5,0.19999999999999996,Very strong 1.5–1.9,12,-0.0004588053959882395,-1.0,Long XLE / short COP,-0.0006954707467617949,0.003196022727272707,-0.003891493474034502,0.001945746737017251,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S3 Strong and rising,2023-10,2023-12,2024-01-02,2024-01-16,10,1.7,0.19999999999999996,Very strong 1.5–1.9,13,-0.0007228583250687212,-1.0,Long XLE / short COP,-0.07280020483058802,-0.04406016818666314,-0.028740036643924882,0.014370018321962441,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S3 Strong and rising,2023-11,2024-01,2024-02-01,2024-02-14,10,1.9,0.19999999999999996,Very strong 1.5–1.9,14,-0.0027240853478441612,-1.0,Long XLE / short COP,-0.0197614384902971,-0.007269693719461956,-0.012491744770835145,0.006245872385417572,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S3 Strong and rising,2023-12,2024-02,2024-03-01,2024-03-14,10,2.0,0.10000000000000009,Extreme ≥2.0,15,-0.003375262642710227,-1.0,Long XLE / short COP,0.052548330404218024,0.05221300138312612,0.0003353290210919013,-0.00016766451054595066,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S3 Strong and rising,2026-06,2026-08,2026-09-01,,10,1.4,0.4999999999999999,Strong 1.0–1.4,16,-0.003143350663722594,-1.0,Long XLE / short COP,,,,,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-08-28,20,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,-0.05983935742971935,-0.042103729603729545,-0.017735627825989808,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-09-29,20,1.2,0.19999999999999996,Strong 1.0–1.4,1,-0.017735627825989808,,Insufficient training,-0.033215694415611896,-0.0662890273265061,0.033073332910894204,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-10-28,20,1.4,0.19999999999999996,Strong 1.0–1.4,2,0.007668852542452198,,Insufficient training,0.1101802589049834,0.08502742820264575,0.025152830702337647,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2015-11-30,20,1.7,0.30000000000000004,Very strong 1.5–1.9,3,0.013496845262414014,1.0,Long COP / short XLE,0.01981132075471681,0.005915409642117675,0.013895911112599135,0.006947955556299568,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2015-12-29,20,2.0,0.30000000000000004,Extreme ≥2.0,4,0.013596611724960295,1.0,Long COP / short XLE,-0.12284245317664355,-0.09765833724929429,-0.02518411592734926,-0.01259205796367463,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-02-01,20,2.3,0.2999999999999998,Extreme ≥2.0,5,0.005840466194498383,1.0,Long COP / short XLE,-0.16828269769446214,-0.04862034574468077,-0.11966235194978136,-0.05983117597489068,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-02-29,20,2.5,0.20000000000000018,Extreme ≥2.0,5,0.005840466194498383,1.0,Long COP / short XLE,-0.10838672283090955,-0.01153039832285141,-0.09685632450805814,-0.04842816225402907,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-03-29,20,2.6,0.10000000000000009,Extreme ≥2.0,7,-0.026759477926478228,-1.0,Long XLE / short COP,0.16289991194599263,0.09231950927840038,0.07058040266759225,-0.03529020133379612,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-03-01,20,1.0,0.19999999999999996,Strong 1.0–1.4,8,-0.014591992852219418,-1.0,Long XLE / short COP,0.01327612262721889,0.03071195905072166,-0.01743583642350277,0.008717918211751385,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-03-28,20,1.1,0.10000000000000009,Strong 1.0–1.4,8,-0.014591992852219418,-1.0,Long XLE / short COP,-0.01042737553238382,0.01736549581892155,-0.02779287135130537,0.013896435675652685,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
S3 Strong and rising,2023-07,2023-09,2023-10-02,2023-10-27,20,1.0,0.30000000000000004,Strong 1.0–1.4,10,-0.01619646505925635,-1.0,Long XLE / short COP,-0.020292747837657887,-0.062479228979727686,0.0421864811420698,-0.0210932405710349,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True
S3 Strong and rising,2023-08,2023-10,2023-11-01,2023-11-29,20,1.3,0.30000000000000004,Strong 1.0–1.4,11,-0.010888924495499426,-1.0,Long XLE / short COP,-0.041320627364905604,-0.019946343170418768,-0.021374284194486837,0.010687142097243418,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True
S3 Strong and rising,2023-09,2023-11,2023-12-01,2023-12-29,20,1.5,0.19999999999999996,Very strong 1.5–1.9,12,-0.011762704470415044,-1.0,Long XLE / short COP,0.009041119707902334,0.001880920754228077,0.007160198953674257,-0.0035800994768371286,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S3 Strong and rising,2023-10,2023-12,2024-01-02,2024-01-30,20,1.7,0.19999999999999996,Very strong 1.5–1.9,13,-0.010307096514715867,-1.0,Long XLE / short COP,-0.026627976444482337,0.006751154802795423,-0.03337913124727776,0.01668956562363888,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S3 Strong and rising,2023-11,2024-01,2024-02-01,2024-02-29,20,1.9,0.19999999999999996,Very strong 1.5–1.9,14,-0.011955098995613145,-1.0,Long XLE / short COP,0.008819847085825616,0.026576093433439585,-0.01775624634761397,0.008878123173806984,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S3 Strong and rising,2023-12,2024-02,2024-03-01,2024-03-28,20,2.0,0.10000000000000009,Extreme ≥2.0,15,-0.0123418421524132,-1.0,Long XLE / short COP,0.11845342706502704,0.09693714523823238,0.02151628182679466,-0.01075814091339733,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S3 Strong and rising,2026-06,2026-08,2026-09-01,,20,1.4,0.4999999999999999,Strong 1.0–1.4,16,-0.010225709403712709,-1.0,Long XLE / short COP,,,,,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-09-28,40,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,-0.07931726907630554,-0.12101232675406981,0.04169505767776427,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-10-27,40,1.2,0.19999999999999996,Strong 1.0–1.4,0,,,Insufficient training,0.0874521331915965,0.027410016594566766,0.06004211659702974,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-11-25,40,1.4,0.19999999999999996,Strong 1.0–1.4,1,0.04169505767776427,,Insufficient training,0.13182606822746523,0.1013230074217486,0.03050306080571663,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2015-12-29,40,1.7,0.30000000000000004,Very strong 1.5–1.9,2,0.050868587137397,,Insufficient training,-0.09867924528301897,-0.0915199585911266,-0.007159286691892364,,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2016-01-28,40,2.0,0.30000000000000004,Extreme ≥2.0,3,0.044080078360170215,1.0,Long COP / short XLE,-0.30187293426368,-0.16155011589978774,-0.14032281836389227,-0.07016140918194613,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-03-01,40,2.3,0.2999999999999998,Extreme ≥2.0,4,0.03127023709715457,1.0,Long COP / short XLE,-0.25166489721069396,-0.03490691489361708,-0.21675798231707688,-0.10837899115853844,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-03-29,40,2.5,0.20000000000000018,Extreme ≥2.0,5,-0.003048373995054798,-1.0,Long XLE / short COP,0.04421277095593723,0.08735789026350882,-0.04314511930757159,0.021572559653785794,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-04-26,40,2.6,0.10000000000000009,Extreme ≥2.0,5,-0.003048373995054798,-1.0,Long XLE / short COP,0.4112122101555611,0.1904161642378681,0.22079604591769297,-0.11039802295884649,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-03-29,40,1.0,0.19999999999999996,Strong 1.0–1.4,8,-0.006793615710278686,-1.0,Long XLE / short COP,-0.01891704012562634,0.0336341322787963,-0.05255117240442264,0.02627558620221132,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-04-26,40,1.1,0.10000000000000009,Strong 1.0–1.4,8,-0.006793615710278686,-1.0,Long XLE / short COP,-0.07798501982669981,0.017365495818921772,-0.09535051564562158,0.04767525782281079,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
S3 Strong and rising,2023-07,2023-09,2023-10-02,2023-11-27,40,1.0,0.30000000000000004,Strong 1.0–1.4,10,-0.02022506137322737,-1.0,Long XLE / short COP,-0.04044257762791559,-0.06247922897972813,0.022036651351812542,-0.011018325675906271,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True
S3 Strong and rising,2023-08,2023-10,2023-11-01,2023-12-28,40,1.3,0.30000000000000004,Strong 1.0–1.4,10,-0.02022506137322737,-1.0,Long XLE / short COP,-0.02003907245776504,-0.010489785722700762,-0.009549286735064277,0.004774643367532139,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True
S3 Strong and rising,2023-09,2023-11,2023-12-01,2024-01-30,40,1.5,0.19999999999999996,Very strong 1.5–1.9,11,-0.016383087489132832,-1.0,Long XLE / short COP,-0.008519516647831349,0.015742822806648515,-0.024262339454479864,0.012131169727239932,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S3 Strong and rising,2023-10,2023-12,2024-01-02,2024-02-28,40,1.7,0.19999999999999996,Very strong 1.5–1.9,12,-0.015813604092960454,-1.0,Long XLE / short COP,-0.037063172244532705,0.015278929290536203,-0.05234210153506891,0.026171050767534454,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S3 Strong and rising,2023-11,2024-01,2024-02-01,2024-03-28,40,1.9,0.19999999999999996,Very strong 1.5–1.9,13,-0.01646350681307733,-1.0,Long XLE / short COP,0.14095068541926392,0.13419457419698344,0.006756111222280481,-0.0033780556111402404,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S3 Strong and rising,2023-12,2024-02,2024-03-01,2024-04-26,40,2.0,0.10000000000000009,Extreme ≥2.0,14,-0.01902626357893387,-1.0,Long XLE / short COP,0.14446397188049276,0.11239023710526785,0.032073734775224905,-0.016036867387612452,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S3 Strong and rising,2026-06,2026-08,2026-09-01,,40,1.4,0.4999999999999999,Strong 1.0–1.4,16,-0.014221115256723052,-1.0,Long XLE / short COP,,,,,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-10-26,60,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,0.07749902379752571,-0.02251521106468779,0.1000142348622135,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-11-24,60,1.2,0.19999999999999996,Strong 1.0–1.4,0,,,Insufficient training,0.16381992664266032,0.07472803377470827,0.08909189286795205,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-12-24,60,1.4,0.19999999999999996,Strong 1.0–1.4,0,,,Insufficient training,0.01131718748018673,0.0025472198862932505,0.00876996759389348,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2016-01-28,60,1.7,0.30000000000000004,Very strong 1.5–1.9,1,0.1000142348622135,,Insufficient training,-0.28264150943396227,-0.1558463751916236,-0.12679513424233868,,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2016-02-26,60,2.0,0.30000000000000004,Extreme ≥2.0,2,0.09455306386508278,,Insufficient training,-0.36857205523283043,-0.15161798325574394,-0.2169540719770865,,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-03-30,60,2.3,0.2999999999999998,Extreme ≥2.0,3,0.065958698441353,1.0,Long COP / short XLE,-0.12962069298330303,0.036576047491144514,-0.16619674047444755,-0.08309837023722377,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-04-26,60,2.5,0.20000000000000018,Extreme ≥2.0,4,0.017770240270430088,1.0,Long COP / short XLE,0.2671819794942325,0.18500896293280444,0.08217301656142806,0.04108650828071403,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-05-24,60,2.6,0.10000000000000009,Extreme ≥2.0,5,-0.02917462217907323,-1.0,Long XLE / short COP,0.2829671911124094,0.17221083908322843,0.110756352029181,-0.0553781760145905,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-04-29,60,1.0,0.19999999999999996,Strong 1.0–1.4,8,-0.01489256034740058,-1.0,Long XLE / short COP,-0.07904034407956928,0.03425944028380501,-0.11329978436337429,0.056649892181687145,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-05-24,60,1.1,0.10000000000000009,Strong 1.0–1.4,8,-0.01489256034740058,-1.0,Long XLE / short COP,-0.11624391907199882,-0.05330622391479989,-0.06293769515719894,0.03146884757859947,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
