month,variant,ticker,weight,hedge_weight,gross_exposure,net_exposure,turnover,cost
2023-10,core_signal,AAON,0.055567035674269745,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-10,core_signal,VRT,0.05696308261638307,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-10,core_signal,NVT,0.07776732422841892,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-10,core_signal,JCI,0.06388634669159565,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-10,core_signal,TT,0.08609928467815453,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-10,core_signal,SPXC,0.06727384079226209,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-10,core_signal,XLI_HEDGE,0.0,-0.3444703575329625,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
2023-11,basic,MOD,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,AAON,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,VRT,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,NVT,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,JCI,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,TT,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,SPXC,0.14285714285714285,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,basic,XLI_HEDGE,0.0,-0.0,0.9999999999999998,0.9999999999999998,0.0,0.0
2023-11,inverse_vol,MOD,0.0974788015958649,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,AAON,0.13179284103161057,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,VRT,0.08363675833527204,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,NVT,0.1701301791353913,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,JCI,0.1580428914230424,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,TT,0.18943457993040758,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,SPXC,0.1694839485484113,0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,inverse_vol,XLI_HEDGE,0.0,-0.0,1.0,1.0,0.05424573602518393,8.136860403777589e-05
2023-11,vol_target,MOD,0.08242526811721802,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,AAON,0.11144023192855101,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,VRT,0.07072083486233795,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,NVT,0.14385718125877967,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,JCI,0.13363651877432647,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,TT,0.16018042677802857,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,SPXC,0.1433107472800547,0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,vol_target,XLI_HEDGE,0.0,-0.0,0.8455712089992964,0.8455712089992964,0.11561666247126223,0.00017342499370689334
2023-11,trend,MOD,0.04873940079793245,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,AAON,0.06589642051580528,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,VRT,0.04181837916763602,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,NVT,0.08506508956769565,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,JCI,0.0790214457115212,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,TT,0.09471728996520379,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,SPXC,0.08474197427420566,0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,trend,XLI_HEDGE,0.0,-0.0,0.5,0.5,0.027122868012591964,4.0684302018887945e-05
2023-11,drawdown,MOD,0.04873940079793245,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,AAON,0.06589642051580528,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,VRT,0.04181837916763602,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,NVT,0.08506508956769565,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,JCI,0.0790214457115212,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,TT,0.09471728996520379,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,SPXC,0.08474197427420566,0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,drawdown,XLI_HEDGE,0.0,-0.0,0.5,0.5,0.5000000000000001,0.0007500000000000002
2023-11,tail_budget,MOD,0.07348755458173671,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,AAON,0.09935630557858109,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,VRT,0.06305228154819205,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,NVT,0.12825815070076807,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,JCI,0.11914575702168867,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,TT,0.14281139903647247,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,SPXC,0.12777096882372813,0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,tail_budget,XLI_HEDGE,0.0,-0.0,0.7538824172911671,0.7538824172911671,0.04089490660240424,6.134235990360636e-05
2023-11,combined,MOD,0.04873940079793245,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,AAON,0.06589642051580528,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,VRT,0.04181837916763602,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,NVT,0.08506508956769565,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,JCI,0.0790214457115212,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,TT,0.09471728996520379,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,SPXC,0.08474197427420566,0.0,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,combined,XLI_HEDGE,0.0,-0.30505677935966924,0.5,0.19494322064033076,0.03764191053682199,5.6462865805232985e-05
2023-11,confirmed,MOD,0.2043669926575944,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,AAON,0.0,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,VRT,0.1706330073424055,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,NVT,0.0,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,JCI,0.0,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,TT,0.0,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,SPXC,0.0,0.0,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
2023-11,confirmed,XLI_HEDGE,0.0,-0.6820628842186571,0.3749999999999999,-0.30706288421865724,0.06975985127028417,0.00010463977690542625
