episode,ticker,strategy,entry_date,side,entry_price,exit_date,exit_reason,exit_price
2012-06 to 2012-12,HIG,Core MA + ATR,2012-09-10,long,19.35,2012-09-12,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2012-09-14,long,20.0,2012-09-19,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2012-10-02,long,19.54,2012-10-03,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2012-10-08,long,21.03,2012-10-11,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2012-11-02,long,21.41,2012-11-05,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2013-01-03,long,23.77,2013-01-08,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2013-01-09,long,23.98,2013-01-10,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2013-03-06,long,24.34,2013-03-18,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2013-03-19,long,26.01,2013-03-20,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2013-03-21,long,25.99,2013-03-22,signal,
2012-06 to 2012-12,HIG,Core MA + ATR,2013-03-26,long,26.17,2013-03-27,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-07-11,short,46.69,2014-07-14,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-07-18,short,46.78,2014-07-21,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-07-31,long,49.35,2014-08-13,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-08-14,long,51.86,2014-08-18,ATR stop,51.19379696058625
2014-03 to 2016-06,MCY,Core MA + ATR,2014-08-26,long,51.65,2014-08-29,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-09-02,long,51.44,2014-09-03,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-10-02,short,48.57,2014-10-03,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-10-08,short,48.63,2014-10-09,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-10-10,short,48.88,2014-10-13,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-10-14,short,49.34,2014-10-15,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-10-31,long,53.35,2014-11-03,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-11-04,long,54.2,2014-11-11,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2014-12-09,long,58.44,2014-12-10,ATR stop,56.292541756903525
2014-03 to 2016-06,MCY,Core MA + ATR,2014-12-26,long,56.16,2014-12-31,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-01-05,long,55.53,2015-01-06,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-01-13,long,56.89,2015-01-22,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-01-23,long,58.1,2015-02-02,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-02-04,long,59.02,2015-02-06,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-04-16,long,58.0,2015-04-17,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-06-30,short,56.13,2015-07-01,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-07-06,short,55.45,2015-07-08,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-07-09,long,56.78,2015-07-10,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-07-14,long,56.24,2015-07-15,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-08-12,short,54.17,2015-08-17,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-08-21,short,53.51,2015-09-01,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-09-02,short,50.19,2015-09-14,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-10-01,short,50.62,2015-10-07,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2015-12-11,short,48.86,2015-12-24,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-01-05,short,45.84,2016-01-15,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-01-20,short,43.34,2016-01-22,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-01-26,short,44.34,2016-01-27,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-02-23,long,53.11,2016-02-25,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-05-09,short,51.9,2016-05-11,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-05-12,short,51.92,2016-05-13,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-05-16,short,51.83,2016-05-17,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-05-19,short,51.22,2016-05-20,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-06-15,short,52.06,2016-06-23,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-06-28,short,50.09,2016-06-30,ATR stop,52.36489115961411
2014-03 to 2016-06,MCY,Core MA + ATR,2016-09-12,long,54.48,2016-09-13,signal,
2014-03 to 2016-06,MCY,Core MA + ATR,2016-09-21,long,54.32,2016-09-30,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-07-31,long,49.35,2014-08-13,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-08-14,long,51.86,2014-08-18,ATR stop,51.19379696058625
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-08-26,long,51.65,2014-08-29,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-09-02,long,51.44,2014-09-03,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-10-31,long,53.35,2014-11-03,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-11-04,long,54.2,2014-11-11,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-12-09,long,58.44,2014-12-10,ATR stop,56.292541756903525
2014-03 to 2016-06,MCY,Enhanced short/order-book,2014-12-26,long,56.16,2014-12-31,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-01-05,long,55.53,2015-01-06,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-01-13,long,56.89,2015-01-22,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-01-23,long,58.1,2015-02-02,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-02-04,long,59.02,2015-02-06,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-04-16,long,58.0,2015-04-17,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-07-09,long,56.78,2015-07-10,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-07-14,long,56.24,2015-07-15,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2015-12-22,short,46.22,2015-12-24,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2016-01-12,short,44.6,2016-01-15,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2016-05-09,short,51.9,2016-05-10,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2016-05-19,short,51.22,2016-05-20,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2016-06-15,short,52.06,2016-06-21,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2016-09-12,long,54.48,2016-09-13,signal,
2014-03 to 2016-06,MCY,Enhanced short/order-book,2016-09-21,long,54.32,2016-09-30,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-07-15,short,48.25,2014-07-16,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-07-23,short,47.79,2014-07-25,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-07-28,short,47.63,2014-08-08,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-09-09,long,48.36,2014-09-10,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-10-08,short,46.86,2014-10-09,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-10-10,short,46.7,2014-10-20,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-11-04,long,50.56,2014-11-07,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-12-12,long,51.48,2014-12-15,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2014-12-22,long,51.3,2015-01-02,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-01-09,long,52.41,2015-01-13,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-01-20,long,51.97,2015-01-21,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-01-23,long,52.55,2015-01-29,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-02-05,long,52.56,2015-02-06,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-02-09,long,51.63,2015-02-10,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-03-18,long,53.42,2015-03-23,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-05-04,short,50.84,2015-05-08,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-05-12,short,51.06,2015-05-13,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-06-30,short,50.02,2015-07-01,ATR stop,51.46036261522042
2014-03 to 2016-06,CINF,Core MA + ATR,2015-07-10,long,53.61,2015-07-15,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-07-16,long,53.84,2015-07-17,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-07-30,long,54.09,2015-08-07,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-08-12,long,55.73,2015-08-19,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-11-02,long,60.62,2015-11-03,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-12-07,long,61.3,2015-12-09,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2015-12-29,long,60.37,2016-01-04,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-01-06,short,57.1,2016-01-15,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-01-19,short,55.97,2016-01-28,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-04-28,long,65.76,2016-05-05,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-05-06,long,66.45,2016-05-17,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-05-19,long,67.42,2016-05-20,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-05-23,long,68.12,2016-05-24,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-05-25,long,69.02,2016-05-27,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-06-01,long,68.95,2016-06-03,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-06-27,long,69.82,2016-06-28,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-06-29,long,71.93,2016-07-12,signal,
2014-03 to 2016-06,CINF,Core MA + ATR,2016-08-29,long,76.19,2016-09-07,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2014-09-09,long,48.36,2014-09-10,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2014-11-04,long,50.56,2014-11-07,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2014-12-12,long,51.48,2014-12-15,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2014-12-22,long,51.3,2015-01-02,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-01-09,long,52.41,2015-01-13,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-01-20,long,51.97,2015-01-21,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-01-23,long,52.55,2015-01-29,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-02-05,long,52.56,2015-02-06,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-02-09,long,51.63,2015-02-10,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-03-18,long,53.42,2015-03-23,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-07-10,long,53.61,2015-07-15,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-07-16,long,53.84,2015-07-17,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-07-30,long,54.09,2015-08-07,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-08-12,long,55.73,2015-08-19,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-12-07,long,61.3,2015-12-09,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2015-12-29,long,60.37,2016-01-04,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-01-12,short,56.05,2016-01-15,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-01-19,short,55.97,2016-01-28,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-04-28,long,65.76,2016-05-05,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-05-06,long,66.45,2016-05-10,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-05-19,long,67.42,2016-05-20,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-05-23,long,68.12,2016-05-24,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-05-25,long,69.02,2016-05-27,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-07-06,long,74.31,2016-07-12,signal,
2014-03 to 2016-06,CINF,Enhanced short/order-book,2016-08-29,long,76.19,2016-09-07,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-06-16,long,25.37,2014-06-24,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-08-01,short,23.6,2014-08-07,ATR stop,23.923183483545976
2014-03 to 2016-06,PGR,Core MA + ATR,2014-10-03,long,25.47,2014-10-08,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-10-09,long,25.59,2014-10-10,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-10-22,long,25.47,2014-11-10,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-11-13,long,27.07,2014-11-14,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-11-20,long,26.98,2014-11-21,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2014-12-24,long,27.06,2014-12-29,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-01-05,long,26.86,2015-01-06,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-01-09,long,27.5,2015-01-12,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-01-21,short,26.21,2015-01-23,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-02-02,short,25.46,2015-02-09,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-03-19,long,27.47,2015-03-23,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-04-21,long,27.11,2015-04-22,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-06-19,long,28.18,2015-06-24,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-07-02,long,28.5,2015-07-27,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-08-12,long,30.64,2015-08-19,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-08-20,long,31.2,2015-08-21,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-09-14,long,30.27,2015-09-18,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-09-28,long,30.46,2015-09-29,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-10-02,long,30.29,2015-10-08,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-10-19,long,32.45,2015-10-20,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-12-10,short,30.66,2015-12-11,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2015-12-14,short,30.34,2015-12-16,ATR stop,31.381611890031202
2014-03 to 2016-06,PGR,Core MA + ATR,2016-01-05,short,31.12,2016-01-06,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2016-01-07,short,30.61,2016-01-27,ATR stop,30.66
2014-03 to 2016-06,PGR,Core MA + ATR,2016-02-12,short,30.61,2016-02-16,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2016-05-19,short,32.24,2016-05-23,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2016-06-16,short,31.58,2016-06-20,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2016-06-21,short,31.98,2016-06-22,signal,
2014-03 to 2016-06,PGR,Core MA + ATR,2016-06-27,short,31.34,2016-06-29,ATR stop,32.45228153724035
2014-03 to 2016-06,PGR,Core MA + ATR,2016-09-12,short,31.05,2016-09-22,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-06-16,long,25.37,2014-06-24,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-10-03,long,25.47,2014-10-08,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-10-09,long,25.59,2014-10-10,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-10-22,long,25.47,2014-11-10,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-11-13,long,27.07,2014-11-14,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-11-20,long,26.98,2014-11-21,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2014-12-24,long,27.06,2014-12-29,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-01-05,long,26.86,2015-01-06,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-01-09,long,27.5,2015-01-12,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-03-19,long,27.47,2015-03-23,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-04-21,long,27.11,2015-04-22,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-06-19,long,28.18,2015-06-24,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-07-02,long,28.5,2015-07-27,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-08-12,long,30.64,2015-08-19,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-08-20,long,31.2,2015-08-21,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-09-14,long,30.27,2015-09-18,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-09-28,long,30.46,2015-09-29,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-10-02,long,30.29,2015-10-08,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-10-19,long,32.45,2015-10-20,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-12-10,short,30.66,2015-12-11,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2015-12-14,short,30.34,2015-12-16,ATR stop,31.381611890031202
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-01-05,short,31.12,2016-01-06,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-01-07,short,30.61,2016-01-20,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-01-26,short,29.62,2016-01-27,ATR stop,30.66
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-02-12,short,30.61,2016-02-16,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-05-19,short,32.24,2016-05-23,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-06-16,short,31.58,2016-06-20,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-06-21,short,31.98,2016-06-22,signal,
2014-03 to 2016-06,PGR,Enhanced short/order-book,2016-06-27,short,31.34,2016-06-28,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-07-10,short,64.42,2014-07-11,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-07-14,short,66.39,2014-07-16,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-07-18,short,65.08,2014-07-22,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-07-30,short,65.24,2014-08-08,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-10-02,short,63.0,2014-10-09,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-10-10,short,61.98,2014-10-20,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-12-04,long,68.45,2014-12-05,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-12-10,long,68.32,2014-12-11,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2014-12-22,long,68.9,2014-12-26,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-01-15,short,65.4,2015-01-23,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-01-29,short,64.08,2015-02-04,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-02-17,short,61.49,2015-02-26,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-03-11,short,60.88,2015-03-13,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-05-08,long,65.0,2015-05-13,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-06-17,long,67.89,2015-06-25,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-07-02,long,68.87,2015-07-22,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-07-30,long,74.33,2015-08-10,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-08-11,long,77.7,2015-08-17,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-09-11,long,75.85,2015-09-21,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-09-29,long,76.86,2015-09-30,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-10-02,long,77.22,2015-10-08,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-10-09,long,81.66,2015-10-13,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-10-22,long,80.18,2015-10-27,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-10-29,long,81.39,2015-11-02,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-11-03,long,82.65,2015-11-05,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2015-12-07,long,86.55,2015-12-10,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-01-05,short,78.52,2016-01-14,ATR stop,79.80459512823455
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-01-21,short,76.76,2016-01-25,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-01-26,short,78.34,2016-01-27,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-02-09,short,75.04,2016-02-19,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-04-28,long,84.87,2016-05-04,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-07-05,long,87.62,2016-07-08,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-07-13,long,87.73,2016-07-14,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-09-13,long,89.45,2016-09-14,signal,
2014-03 to 2016-06,AIZ,Core MA + ATR,2016-09-21,long,89.49,2016-09-30,event end,92.25
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2014-12-04,long,68.45,2014-12-05,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2014-12-10,long,68.32,2014-12-11,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2014-12-22,long,68.9,2014-12-26,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-05-08,long,65.0,2015-05-13,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-06-17,long,67.89,2015-06-25,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-07-02,long,68.87,2015-07-22,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-07-30,long,74.33,2015-08-10,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-08-11,long,77.7,2015-08-17,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-09-11,long,75.85,2015-09-21,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-09-29,long,76.86,2015-09-30,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-10-02,long,77.22,2015-10-08,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-10-09,long,81.66,2015-10-13,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-10-22,long,80.18,2015-10-27,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-10-29,long,81.39,2015-11-02,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2015-11-03,long,82.65,2015-11-05,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-01-12,short,77.76,2016-01-15,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-01-26,short,78.34,2016-01-27,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-02-17,short,68.04,2016-02-19,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-04-28,long,84.87,2016-05-04,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-07-05,long,87.62,2016-07-08,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-07-13,long,87.73,2016-07-14,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-09-13,long,89.45,2016-09-14,signal,
2014-03 to 2016-06,AIZ,Enhanced short/order-book,2016-09-21,long,89.49,2016-09-30,event end,92.25
2014-03 to 2016-06,AIG,Core MA + ATR,2014-08-05,short,53.53,2014-08-08,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2014-10-09,short,51.84,2014-10-20,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2014-12-12,long,54.88,2014-12-15,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2014-12-22,long,55.73,2014-12-24,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-01-22,short,51.28,2015-01-23,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-01-28,short,50.84,2015-02-03,ATR stop,51.02599563032339
2014-03 to 2016-06,AIG,Core MA + ATR,2015-03-20,long,55.81,2015-03-23,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-04-14,long,57.32,2015-04-17,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-04-20,long,57.81,2015-04-21,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-05-04,long,58.0,2015-05-05,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-05-08,long,59.44,2015-05-14,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-06-03,long,59.84,2015-06-22,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-06-23,long,63.13,2015-06-24,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-07-08,long,61.88,2015-07-09,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-07-13,long,63.08,2015-07-17,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-08-17,long,63.82,2015-08-19,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-08-27,short,59.83,2015-08-31,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-09-03,short,59.38,2015-09-17,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-09-21,short,58.14,2015-09-22,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-09-23,short,57.17,2015-09-24,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-09-29,short,55.81,2015-10-02,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-10-05,short,57.53,2015-10-06,signal,
2014-03 to 2016-06,AIG,Core MA + ATR,2015-11-04,long,60.66,2015-11-05,signal,
