episode,ticker,strategy,entry_date,side,entry_price,exit_date,exit_reason,exit_price
2018-06 to 2020-05,ALL,Core MA + ATR,2019-01-04,short,81.38,2019-01-07,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-03-22,long,94.33,2019-03-25,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-04-17,long,98.33,2019-04-25,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-04-29,long,97.54,2019-04-30,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-05-02,long,98.98,2019-05-07,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-05-22,long,96.69,2019-05-24,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-06-04,long,97.6,2019-06-07,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-06-10,long,101.02,2019-06-11,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-06-25,long,102.3,2019-06-26,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-07-01,long,102.98,2019-07-03,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-07-05,long,104.63,2019-07-10,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-08-01,long,107.69,2019-08-05,ATR stop,102.64598659691364
2018-06 to 2020-05,ALL,Core MA + ATR,2019-08-07,long,102.49,2019-08-08,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-08-09,long,105.1,2019-08-12,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-08-14,long,103.39,2019-08-15,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-08-20,long,103.71,2019-08-21,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-08-22,long,104.54,2019-08-26,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-09-06,long,104.27,2019-09-09,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-09-11,long,105.45,2019-09-13,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-10-07,long,108.17,2019-10-08,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-11-08,long,107.54,2019-11-11,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-11-12,long,109.62,2019-11-15,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2019-12-23,long,111.82,2019-12-26,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-01-21,long,117.15,2020-01-23,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-01-24,long,118.24,2020-01-28,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-01-30,long,117.59,2020-02-13,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-02-14,long,124.93,2020-02-20,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-03-12,short,86.04,2020-03-26,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-04-03,short,85.09,2020-04-06,signal,
2018-06 to 2020-05,ALL,Core MA + ATR,2020-07-09,short,88.57,2020-07-13,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2018-09-25,long,100.43,2018-09-26,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2018-12-26,short,77.55,2018-12-28,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-01-04,short,81.38,2019-01-07,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-03-22,long,94.33,2019-03-25,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-04-17,long,98.33,2019-04-25,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-04-29,long,97.54,2019-04-30,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-05-02,long,98.98,2019-05-07,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-05-22,long,96.69,2019-05-24,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-06-04,long,97.6,2019-06-07,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-06-10,long,101.02,2019-06-11,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-06-25,long,102.3,2019-06-26,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-07-01,long,102.98,2019-07-03,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-07-05,long,104.63,2019-07-10,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-08-01,long,107.69,2019-08-05,ATR stop,102.64598659691364
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-08-07,long,102.49,2019-08-08,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-08-09,long,105.1,2019-08-12,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-08-14,long,103.39,2019-08-15,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-08-20,long,103.71,2019-08-21,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-08-22,long,104.54,2019-08-26,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-09-06,long,104.27,2019-09-09,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-09-11,long,105.45,2019-09-13,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-10-07,long,108.17,2019-10-08,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-11-08,long,107.54,2019-11-11,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-11-12,long,109.62,2019-11-15,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2019-12-23,long,111.82,2019-12-26,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2020-01-21,long,117.15,2020-01-23,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2020-01-24,long,118.24,2020-01-28,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2020-01-30,long,117.59,2020-02-13,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2020-02-14,long,124.93,2020-02-20,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2020-03-24,short,78.1,2020-03-26,signal,
2018-06 to 2020-05,ALL,Enhanced short/order-book,2020-04-03,short,85.09,2020-04-06,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2018-09-27,short,49.72,2018-10-09,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2018-10-11,short,48.6,2018-11-01,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2018-11-05,short,45.07,2018-11-06,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2018-11-14,short,45.47,2018-11-23,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2018-12-06,short,42.44,2018-12-18,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2018-12-26,short,40.83,2018-12-27,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-04-22,long,50.74,2019-04-23,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-04-26,long,51.12,2019-04-30,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-05-01,long,52.2,2019-05-02,ATR stop,50.76173455845505
2018-06 to 2020-05,HIG,Core MA + ATR,2019-05-09,long,52.08,2019-05-14,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-05-15,long,52.4,2019-05-24,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-06-04,long,53.99,2019-06-07,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-08-08,long,58.39,2019-08-15,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-08-20,long,58.89,2019-08-21,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-08-22,long,59.19,2019-08-26,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-08-28,long,58.3,2019-08-29,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-09-04,long,59.25,2019-09-11,ATR stop,58.651216241612126
2018-06 to 2020-05,HIG,Core MA + ATR,2019-09-18,long,60.71,2019-09-19,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2019-10-24,short,58.09,2019-11-01,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-01-24,short,58.81,2020-01-31,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-02-05,short,58.22,2020-02-06,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-02-11,short,59.11,2020-02-12,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-02-13,short,58.93,2020-03-03,ATR stop,54.19
2018-06 to 2020-05,HIG,Core MA + ATR,2020-03-10,short,48.54,2020-03-25,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-04-03,short,32.9,2020-04-08,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-04-23,short,36.18,2020-04-24,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-05-04,short,35.23,2020-05-06,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-05-07,short,34.03,2020-05-08,signal,
2018-06 to 2020-05,HIG,Core MA + ATR,2020-05-15,short,33.0,2020-05-18,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2018-09-27,short,49.72,2018-10-09,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2018-10-11,short,48.6,2018-11-01,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2018-11-05,short,45.07,2018-11-06,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2018-11-14,short,45.47,2018-11-23,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-04-22,long,50.74,2019-04-23,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-04-26,long,51.12,2019-04-30,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-05-01,long,52.2,2019-05-02,ATR stop,50.76173455845505
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-05-09,long,52.08,2019-05-14,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-05-15,long,52.4,2019-05-24,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-06-04,long,53.99,2019-06-07,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-08-08,long,58.39,2019-08-15,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-08-20,long,58.89,2019-08-21,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-08-22,long,59.19,2019-08-26,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-08-28,long,58.3,2019-08-29,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-09-04,long,59.25,2019-09-11,ATR stop,58.651216241612126
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-09-18,long,60.71,2019-09-19,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2019-10-24,short,58.09,2019-11-01,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2020-01-28,short,58.23,2020-01-31,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2020-02-05,short,58.22,2020-02-06,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2020-03-10,short,48.54,2020-03-25,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2020-04-03,short,32.9,2020-04-08,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2020-05-04,short,35.23,2020-05-06,signal,
2018-06 to 2020-05,HIG,Enhanced short/order-book,2020-05-07,short,34.03,2020-05-08,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-07-11,long,10.57,2023-07-17,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-07-20,long,12.29,2023-07-26,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-08-04,long,10.97,2023-08-07,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-10-26,short,9.18,2023-11-02,ATR stop,9.744386578919423
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-11-15,short,9.35,2023-11-16,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-11-17,short,9.59,2023-11-21,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-11-24,short,9.36,2023-11-27,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-11-28,short,9.28,2023-11-30,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-12-05,long,12.36,2023-12-07,ATR stop,10.613603347452642
2023-04 to 2024-08,ROOT,Core MA + ATR,2023-12-15,long,10.66,2023-12-18,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2024-02-28,long,23.82,2024-03-20,ATR stop,43.5
2023-04 to 2024-08,ROOT,Core MA + ATR,2024-03-27,long,59.19,2024-04-11,ATR stop,67.3618795493522
2023-04 to 2024-08,ROOT,Core MA + ATR,2024-05-02,long,67.0,2024-05-03,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2024-07-19,long,79.07,2024-07-23,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2024-11-04,long,70.4,2024-11-15,signal,
2023-04 to 2024-08,ROOT,Core MA + ATR,2024-11-18,long,90.34,2024-11-27,ATR stop,89.0039465464757
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-07-11,long,10.57,2023-07-17,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-07-20,long,12.29,2023-07-26,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-08-04,long,10.97,2023-08-07,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-10-26,short,9.18,2023-11-02,ATR stop,9.744386578919423
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-11-15,short,9.35,2023-11-16,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-11-17,short,9.59,2023-11-21,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-11-24,short,9.36,2023-11-27,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-11-28,short,9.28,2023-11-30,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-12-05,long,12.36,2023-12-07,ATR stop,10.613603347452642
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2023-12-15,long,10.66,2023-12-18,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2024-04-02,long,58.0,2024-04-09,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2024-05-02,long,67.0,2024-05-03,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2024-07-19,long,79.07,2024-07-23,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2024-11-04,long,70.4,2024-11-15,signal,
2023-04 to 2024-08,ROOT,Enhanced short/order-book,2024-11-18,long,90.34,2024-11-27,ATR stop,89.0039465464757
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-08-23,short,51.03,2023-08-24,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-10-03,short,49.53,2023-10-04,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-10-09,short,49.39,2023-10-10,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-10-23,short,49.11,2023-10-27,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-11-07,long,57.46,2023-11-20,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-12-05,long,63.34,2023-12-12,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2023-12-14,long,64.27,2023-12-14,ATR stop,60.21832812657508
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-01-12,long,60.0,2024-01-19,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-02-15,long,66.93,2024-02-28,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-03-15,long,81.99,2024-03-22,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-04-29,long,80.0,2024-04-30,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-05-06,long,82.05,2024-05-10,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-05-21,long,83.41,2024-05-22,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-05-30,long,84.16,2024-06-05,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-06-07,long,86.26,2024-06-12,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-06-13,long,84.79,2024-06-14,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-07-19,long,90.55,2024-07-23,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-07-31,long,92.45,2024-08-01,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-08-02,long,86.62,2024-08-05,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-08-07,long,94.01,2024-08-12,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-08-16,long,94.91,2024-08-21,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-10-07,long,102.61,2024-10-07,ATR stop,96.10383050175
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-10-09,long,96.56,2024-10-10,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-10-15,long,97.65,2024-10-18,signal,
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-11-04,short,87.61,2024-11-06,ATR stop,97.16
2023-04 to 2024-08,PLMR,Core MA + ATR,2024-11-20,long,107.18,2024-11-27,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2023-08-23,short,51.03,2023-08-24,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2023-10-03,short,49.53,2023-10-04,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2023-10-09,short,49.39,2023-10-10,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2023-10-23,short,49.11,2023-10-27,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2023-11-07,long,57.46,2023-11-20,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2023-12-14,long,64.27,2023-12-14,ATR stop,60.21832812657508
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-01-12,long,60.0,2024-01-19,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-02-15,long,66.93,2024-02-27,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-04-29,long,80.0,2024-04-30,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-05-06,long,82.05,2024-05-10,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-05-21,long,83.41,2024-05-22,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-05-30,long,84.16,2024-06-04,signal,
2023-04 to 2024-08,PLMR,Enhanced short/order-book,2024-11-04,short,87.61,2024-11-06,ATR stop,97.16
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-08-25,long,377.01,2023-08-29,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-08-30,long,392.05,2023-09-01,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-09-20,long,422.0,2023-09-27,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-09-29,long,419.85,2023-10-02,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-10-06,long,429.09,2023-10-16,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-10-18,long,450.75,2023-10-19,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-11-16,short,350.28,2023-11-22,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2023-11-30,short,346.06,2023-12-13,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-02-16,long,461.86,2024-03-04,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-03-05,long,523.25,2024-03-06,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-03-07,long,546.17,2024-03-11,ATR stop,518.7370017446548
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-03-19,long,515.81,2024-03-20,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-04-29,short,383.02,2024-05-06,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-05-13,short,381.0,2024-05-16,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-07-22,short,373.9,2024-07-26,ATR stop,410.04
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-07-29,long,440.0,2024-08-05,ATR stop,419.7989085721009
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-08-08,long,459.24,2024-08-16,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-09-30,long,459.91,2024-10-01,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-10-02,long,473.7,2024-10-07,ATR stop,462.3760918602302
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-10-15,long,472.93,2024-10-18,signal,
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-10-28,short,446.11,2024-11-06,ATR stop,453.51
2023-04 to 2024-08,KNSL,Core MA + ATR,2024-11-27,long,516.72,2024-11-29,event end,508.44
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-08-25,long,377.01,2023-08-29,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-08-30,long,392.05,2023-09-01,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-09-20,long,422.0,2023-09-27,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-09-29,long,419.85,2023-10-02,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-10-06,long,429.09,2023-10-16,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-10-18,long,450.75,2023-10-19,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-11-16,short,350.28,2023-11-22,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2023-11-30,short,346.06,2023-12-13,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-02-16,long,461.86,2024-02-21,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-03-08,long,532.8,2024-03-12,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-03-19,long,515.81,2024-03-20,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-04-30,short,358.5,2024-05-06,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-07-22,short,373.9,2024-07-26,ATR stop,410.04
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-07-29,long,440.0,2024-08-05,ATR stop,419.7989085721009
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-08-08,long,459.24,2024-08-16,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-09-30,long,459.91,2024-10-01,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-10-02,long,473.7,2024-10-07,ATR stop,462.3760918602302
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-10-15,long,472.93,2024-10-18,signal,
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-10-28,short,446.11,2024-11-06,ATR stop,453.51
2023-04 to 2024-08,KNSL,Enhanced short/order-book,2024-11-27,long,516.72,2024-11-29,event end,508.44
2023-04 to 2024-08,MCY,Core MA + ATR,2023-07-03,short,30.01,2023-07-05,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-07-06,short,29.28,2023-07-07,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-07-10,short,29.13,2023-07-13,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-07-17,short,28.69,2023-07-18,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-09-28,short,27.84,2023-09-29,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-10-02,short,27.84,2023-10-09,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-11-02,long,37.54,2023-11-09,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2023-12-04,long,38.79,2023-12-08,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-01-08,long,38.66,2024-01-09,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-01-11,long,38.66,2024-01-23,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-01-24,long,40.56,2024-01-25,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-01-26,long,41.68,2024-01-30,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-02-09,long,39.62,2024-02-27,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-03-28,long,52.01,2024-04-05,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-04-12,long,51.31,2024-04-26,ATR stop,53.03657126005943
2023-04 to 2024-08,MCY,Core MA + ATR,2024-05-03,long,55.49,2024-05-09,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-07-30,long,58.55,2024-07-31,ATR stop,55.574044794867866
2023-04 to 2024-08,MCY,Core MA + ATR,2024-08-19,long,60.75,2024-08-20,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-08-30,long,66.56,2024-09-03,ATR stop,63.11248158976629
2023-04 to 2024-08,MCY,Core MA + ATR,2024-09-24,long,62.44,2024-10-02,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-10-10,long,65.33,2024-10-14,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-10-31,long,71.72,2024-11-01,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-11-07,long,73.12,2024-11-18,signal,
2023-04 to 2024-08,MCY,Core MA + ATR,2024-11-22,long,76.31,2024-11-25,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2023-09-28,short,27.84,2023-09-29,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2023-10-02,short,27.84,2023-10-09,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2023-11-02,long,37.54,2023-11-09,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2023-12-04,long,38.79,2023-12-05,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-01-11,long,38.66,2024-01-23,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-04-12,long,51.31,2024-04-16,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-04-23,long,55.68,2024-04-26,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-05-03,long,55.49,2024-05-09,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-07-30,long,58.55,2024-07-31,ATR stop,55.574044794867866
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-08-19,long,60.75,2024-08-20,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-08-30,long,66.56,2024-09-03,ATR stop,63.11248158976629
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-09-24,long,62.44,2024-10-02,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-10-10,long,65.33,2024-10-14,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-10-31,long,71.72,2024-11-01,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-11-07,long,73.12,2024-11-18,signal,
2023-04 to 2024-08,MCY,Enhanced short/order-book,2024-11-22,long,76.31,2024-11-25,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2023-07-18,long,20.02,2023-07-27,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2023-08-01,long,22.99,2023-08-02,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2023-10-20,short,11.81,2023-10-24,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2023-10-25,short,11.52,2023-11-02,ATR stop,13.86
2023-04 to 2024-08,LMND,Core MA + ATR,2023-11-09,long,16.28,2023-11-10,signal,
2023-04 to 2024-08,LMND,Core MA + ATR,2023-11-16,long,15.97,2023-12-06,signal,
