episode,date,series,return
2023-04 to 2024-08,2024-01-16,Passive insurance basket,-0.008039823138898394
2023-04 to 2024-08,2024-01-17,Passive insurance basket,0.006394396505379207
2023-04 to 2024-08,2024-01-18,Passive insurance basket,0.002114497338506105
2023-04 to 2024-08,2024-01-19,Passive insurance basket,0.011530786208003407
2023-04 to 2024-08,2024-01-22,Passive insurance basket,0.01024081170979585
2023-04 to 2024-08,2024-01-23,Passive insurance basket,-0.004924233344312801
2023-04 to 2024-08,2024-01-24,Passive insurance basket,0.0040000299013494
2023-04 to 2024-08,2024-01-25,Passive insurance basket,0.001180838608627388
2023-04 to 2024-08,2024-01-26,Passive insurance basket,-2.9199193929074774e-05
2023-04 to 2024-08,2024-01-29,Passive insurance basket,0.0016694281243425646
2023-04 to 2024-08,2024-01-30,Passive insurance basket,-0.004037098545260354
2023-04 to 2024-08,2024-01-31,Passive insurance basket,-0.015080421351019058
2023-04 to 2024-08,2024-02-01,Passive insurance basket,0.0019068297837658843
2023-04 to 2024-08,2024-02-02,Passive insurance basket,0.0011943385910224702
2023-04 to 2024-08,2024-02-05,Passive insurance basket,-0.008418817288058933
2023-04 to 2024-08,2024-02-06,Passive insurance basket,0.007387244614385002
2023-04 to 2024-08,2024-02-07,Passive insurance basket,0.001126172101925782
2023-04 to 2024-08,2024-02-08,Passive insurance basket,0.005602254819812025
2023-04 to 2024-08,2024-02-09,Passive insurance basket,0.01075031951567107
2023-04 to 2024-08,2024-02-12,Passive insurance basket,0.0103153563862306
2023-04 to 2024-08,2024-02-13,Passive insurance basket,-0.011913676735283873
2023-04 to 2024-08,2024-02-14,Passive insurance basket,0.029915336237491763
2023-04 to 2024-08,2024-02-15,Passive insurance basket,0.0378841101478109
2023-04 to 2024-08,2024-02-16,Passive insurance basket,0.019690335331344677
2023-04 to 2024-08,2024-02-20,Passive insurance basket,-0.002211582878894447
2023-04 to 2024-08,2024-02-21,Passive insurance basket,-0.010349765910234066
2023-04 to 2024-08,2024-02-22,Passive insurance basket,0.04907632590687072
2023-04 to 2024-08,2024-02-23,Passive insurance basket,0.0305349337091414
2023-04 to 2024-08,2024-02-26,Passive insurance basket,0.047008088658781366
2023-04 to 2024-08,2024-02-27,Passive insurance basket,0.02193605376678498
2023-04 to 2024-08,2024-02-28,Passive insurance basket,-0.0038618184576297843
2023-04 to 2024-08,2024-02-29,Passive insurance basket,0.03061400033088546
2023-04 to 2024-08,2024-03-01,Passive insurance basket,0.04010598304650603
2023-04 to 2024-08,2024-03-04,Passive insurance basket,0.016168650984401234
2023-04 to 2024-08,2024-03-05,Passive insurance basket,-0.01558621188126541
2023-04 to 2024-08,2024-03-06,Passive insurance basket,0.04160308386733291
2023-04 to 2024-08,2024-03-07,Passive insurance basket,-0.0006782234334909987
2023-04 to 2024-08,2024-03-08,Passive insurance basket,0.011492331035175996
2023-04 to 2024-08,2024-03-11,Passive insurance basket,-0.022499281578891583
2023-04 to 2024-08,2024-03-12,Passive insurance basket,0.00893422493643814
2023-04 to 2024-08,2024-03-13,Passive insurance basket,0.022452537962069696
2023-04 to 2024-08,2024-03-14,Passive insurance basket,-0.0008954733859707353
2023-04 to 2024-08,2024-03-15,Passive insurance basket,0.04285134342705743
2023-04 to 2024-08,2024-03-18,Passive insurance basket,0.03099875571372368
2023-04 to 2024-08,2024-03-19,Passive insurance basket,-0.06640278754114903
2023-04 to 2024-08,2024-03-20,Passive insurance basket,0.038343724745998786
2023-04 to 2024-08,2024-03-21,Passive insurance basket,-0.0013012470263044085
2023-04 to 2024-08,2024-03-22,Passive insurance basket,0.007614471628238029
2023-04 to 2024-08,2024-03-25,Passive insurance basket,0.019385102217563732
2023-04 to 2024-08,2024-03-26,Passive insurance basket,0.013810721665420411
2023-04 to 2024-08,2024-03-27,Passive insurance basket,-0.002866095189644091
2023-04 to 2024-08,2024-03-28,Passive insurance basket,0.027871266247214033
2023-04 to 2024-08,2024-04-01,Passive insurance basket,-0.005228283216982099
2023-04 to 2024-08,2024-04-02,Passive insurance basket,0.0013186279734453965
2023-04 to 2024-08,2024-04-03,Passive insurance basket,0.030432146968379037
2023-04 to 2024-08,2024-04-04,Passive insurance basket,0.0026574313566178898
2023-04 to 2024-08,2024-04-05,Passive insurance basket,0.06540311279543376
2023-04 to 2024-08,2024-04-08,Passive insurance basket,-0.020225567143429157
2023-04 to 2024-08,2024-04-09,Passive insurance basket,-0.0033220543110387135
2023-04 to 2024-08,2024-04-10,Passive insurance basket,-0.01665631985851923
2023-04 to 2024-08,2024-04-11,Passive insurance basket,-0.05958674175751377
2023-04 to 2024-08,2024-04-12,Passive insurance basket,0.0031065774253666856
2023-04 to 2024-08,2024-04-15,Passive insurance basket,-0.019402969964285255
2023-04 to 2024-08,2024-04-16,Passive insurance basket,-0.005239003888462657
2023-04 to 2024-08,2024-04-17,Passive insurance basket,-0.048201268969808586
2023-04 to 2024-08,2024-04-18,Passive insurance basket,-0.004835827220090905
2023-04 to 2024-08,2024-04-19,Passive insurance basket,0.012596381922547195
2023-04 to 2024-08,2024-04-22,Passive insurance basket,0.025193502345111085
2023-04 to 2024-08,2024-04-23,Passive insurance basket,0.03406078330904516
2023-04 to 2024-08,2024-04-24,Passive insurance basket,-0.0015561324947577226
2023-04 to 2024-08,2024-04-25,Passive insurance basket,0.00839866890143881
2023-04 to 2024-08,2024-04-26,Passive insurance basket,-0.013271895170830272
2023-04 to 2024-08,2024-04-29,Passive insurance basket,0.01683452670783936
2023-04 to 2024-08,2024-04-30,Passive insurance basket,0.010967789147196871
2023-04 to 2024-08,2024-05-01,Passive insurance basket,0.00970534104552212
2023-04 to 2024-08,2024-05-02,Passive insurance basket,-0.06395111197282688
2023-04 to 2024-08,2024-05-03,Passive insurance basket,0.0005539133893170956
2023-04 to 2024-08,2024-05-06,Passive insurance basket,0.016599315130980452
2023-04 to 2024-08,2024-05-07,Passive insurance basket,0.03137034509972936
2023-04 to 2024-08,2024-05-08,Passive insurance basket,-0.0018626549983125074
2023-04 to 2024-08,2024-05-09,Passive insurance basket,0.04322701590325906
2023-04 to 2024-08,2024-05-10,Passive insurance basket,-0.03268574910502664
2023-04 to 2024-08,2024-05-13,Passive insurance basket,-0.0067641241881524206
2023-04 to 2024-08,2024-05-14,Passive insurance basket,-0.0060072882156453344
2023-04 to 2024-08,2024-05-15,Passive insurance basket,-0.0031999443847943176
2023-04 to 2024-08,2024-05-16,Passive insurance basket,0.004193568987505447
2023-04 to 2024-08,2024-05-17,Passive insurance basket,0.023556667688625188
2023-04 to 2024-08,2024-05-20,Passive insurance basket,-0.018523518440096365
2023-04 to 2024-08,2024-05-21,Passive insurance basket,-0.007469264499364359
2023-04 to 2024-08,2024-05-22,Passive insurance basket,-0.010503347409758668
2023-04 to 2024-08,2024-05-23,Passive insurance basket,-0.037836925994613635
2023-04 to 2024-08,2024-05-24,Passive insurance basket,0.003082116967505266
2023-04 to 2024-08,2024-05-28,Passive insurance basket,-0.005083179123567483
2023-04 to 2024-08,2024-05-29,Passive insurance basket,-0.010879729570824503
2023-04 to 2024-08,2024-05-30,Passive insurance basket,-0.0002609791507729442
2023-04 to 2024-08,2024-05-31,Passive insurance basket,-0.0010567296090164824
2023-04 to 2024-08,2024-06-03,Passive insurance basket,-0.021493284836467508
2023-04 to 2024-08,2024-06-04,Passive insurance basket,0.003753667539085459
2023-04 to 2024-08,2024-06-05,Passive insurance basket,0.00987598091249442
2023-04 to 2024-08,2024-06-06,Passive insurance basket,-0.00809717564449497
2023-04 to 2024-08,2024-06-07,Passive insurance basket,0.0006778341995319348
2023-04 to 2024-08,2024-06-10,Passive insurance basket,-0.01054536146020535
2023-04 to 2024-08,2024-06-11,Passive insurance basket,-0.014743226602073944
2023-04 to 2024-08,2024-06-12,Passive insurance basket,-0.016203840072244513
2023-04 to 2024-08,2024-06-13,Passive insurance basket,-0.011796031243985206
2023-04 to 2024-08,2024-06-14,Passive insurance basket,-0.022086024600231124
2023-04 to 2024-08,2024-06-17,Passive insurance basket,0.030833421462151733
2023-04 to 2024-08,2024-06-18,Passive insurance basket,-0.004029315496047792
2023-04 to 2024-08,2024-06-20,Passive insurance basket,-0.0014771907393739125
2023-04 to 2024-08,2024-06-21,Passive insurance basket,0.00997051838829277
2023-04 to 2024-08,2024-06-24,Passive insurance basket,-0.00011866548250438758
2023-04 to 2024-08,2024-06-25,Passive insurance basket,0.007509544167789928
2023-04 to 2024-08,2024-06-26,Passive insurance basket,-0.0009352252274270612
2023-04 to 2024-08,2024-06-27,Passive insurance basket,0.02985973300362854
2023-04 to 2024-08,2024-06-28,Passive insurance basket,0.0033927038825105615
2023-04 to 2024-08,2024-07-01,Passive insurance basket,0.0018549269623842068
2023-04 to 2024-08,2024-07-02,Passive insurance basket,0.01074982511116862
2023-04 to 2024-08,2024-07-03,Passive insurance basket,0.0019210122218127346
2023-04 to 2024-08,2024-07-05,Passive insurance basket,0.003256799358548168
2023-04 to 2024-08,2024-07-08,Passive insurance basket,0.02743356462179891
2023-04 to 2024-08,2024-07-09,Passive insurance basket,0.03700255287439602
2023-04 to 2024-08,2024-07-10,Passive insurance basket,-0.017495285692814888
2023-04 to 2024-08,2024-07-11,Passive insurance basket,0.01715310890210575
2023-04 to 2024-08,2024-07-12,Passive insurance basket,0.03995377486179641
2023-04 to 2024-08,2024-07-15,Passive insurance basket,0.043915195825577014
2023-04 to 2024-08,2024-07-16,Passive insurance basket,0.031962688408379014
2023-04 to 2024-08,2024-07-17,Passive insurance basket,0.0018747125348101967
2023-04 to 2024-08,2024-07-18,Passive insurance basket,-0.00043367194929677666
2023-04 to 2024-08,2024-07-19,Passive insurance basket,-0.02596469407410751
2023-04 to 2024-08,2024-07-22,Passive insurance basket,-0.0010556956306982945
2023-04 to 2024-08,2024-07-23,Passive insurance basket,-0.005117908311387698
2023-04 to 2024-08,2024-07-24,Passive insurance basket,-0.02840073529605902
2023-04 to 2024-08,2024-07-25,Passive insurance basket,-0.019145546738621233
2023-04 to 2024-08,2024-07-26,Passive insurance basket,0.0333441828489216
2023-04 to 2024-08,2024-07-29,Passive insurance basket,-0.0054375368241645905
2023-04 to 2024-08,2024-07-30,Passive insurance basket,-0.005800741695929035
2023-04 to 2024-08,2024-07-31,Passive insurance basket,-0.02855270128453946
2023-04 to 2024-08,2024-08-01,Passive insurance basket,-0.019550909305837028
2023-04 to 2024-08,2024-08-02,Passive insurance basket,-0.014137805239635037
2023-04 to 2024-08,2024-08-05,Passive insurance basket,-0.028477799205293586
2023-04 to 2024-08,2024-08-06,Passive insurance basket,0.015105667101877662
2023-04 to 2024-08,2024-08-07,Passive insurance basket,-0.00397002129822821
2023-04 to 2024-08,2024-08-08,Passive insurance basket,-0.049843116682330324
2023-04 to 2024-08,2024-08-09,Passive insurance basket,0.016392735696590277
2023-04 to 2024-08,2024-08-12,Passive insurance basket,-0.0018875643597371372
2023-04 to 2024-08,2024-08-13,Passive insurance basket,0.005248172404538565
2023-04 to 2024-08,2024-08-14,Passive insurance basket,0.017430877931504662
2023-04 to 2024-08,2024-08-15,Passive insurance basket,-0.00015834585163121417
2023-04 to 2024-08,2024-08-16,Passive insurance basket,0.02312971947683784
2023-04 to 2024-08,2024-08-19,Passive insurance basket,0.005921975504982191
2023-04 to 2024-08,2024-08-20,Passive insurance basket,-0.013171319238425183
2023-04 to 2024-08,2024-08-21,Passive insurance basket,-8.954157170792953e-05
2023-04 to 2024-08,2024-08-22,Passive insurance basket,-0.004825563627906315
2023-04 to 2024-08,2024-08-23,Passive insurance basket,0.022019760057151228
2023-04 to 2024-08,2024-08-26,Passive insurance basket,-0.007836341755679821
2023-04 to 2024-08,2024-08-27,Passive insurance basket,-0.000899590570237474
2023-04 to 2024-08,2024-08-28,Passive insurance basket,-0.009976346450207951
2023-04 to 2024-08,2024-08-29,Passive insurance basket,0.020535479883426966
2023-04 to 2024-08,2024-08-30,Passive insurance basket,0.002796132712310273
2023-04 to 2024-08,2024-09-03,Passive insurance basket,-0.02337583883352634
2023-04 to 2024-08,2024-09-04,Passive insurance basket,-0.0002552558259263371
2023-04 to 2024-08,2024-09-05,Passive insurance basket,-0.010700240000210526
2023-04 to 2024-08,2024-09-06,Passive insurance basket,-0.018850057915476892
2023-04 to 2024-08,2024-09-09,Passive insurance basket,0.0010155195841636822
2023-04 to 2024-08,2024-09-10,Passive insurance basket,-0.018110179238653434
2023-04 to 2024-08,2024-09-11,Passive insurance basket,-0.006626192727720914
2023-04 to 2024-08,2024-09-12,Passive insurance basket,0.011207568294273829
2023-04 to 2024-08,2024-09-13,Passive insurance basket,0.02574852933295957
2023-04 to 2024-08,2024-09-16,Passive insurance basket,0.002287924046685985
2023-04 to 2024-08,2024-09-17,Passive insurance basket,0.007722266083758145
2023-04 to 2024-08,2024-09-18,Passive insurance basket,-0.007419899087543369
2023-04 to 2024-08,2024-09-19,Passive insurance basket,0.004420910279165913
2023-04 to 2024-08,2024-09-20,Passive insurance basket,-0.004402524766193183
2023-04 to 2024-08,2024-09-23,Passive insurance basket,-0.003156956972474312
2023-04 to 2024-08,2024-09-24,Passive insurance basket,0.007808166742846012
2023-04 to 2024-08,2024-09-25,Passive insurance basket,-0.008506631985030655
2023-04 to 2024-08,2024-09-26,Passive insurance basket,0.0017495307056076825
2023-04 to 2024-08,2024-09-27,Passive insurance basket,-0.006317327863977318
2023-04 to 2024-08,2024-09-30,Passive insurance basket,0.00044388067901035555
2023-04 to 2024-08,2024-10-01,Passive insurance basket,0.001565403135729726
2023-04 to 2024-08,2024-10-02,Passive insurance basket,0.009334023180249229
2023-04 to 2024-08,2024-10-03,Passive insurance basket,-0.003329396319160516
2023-04 to 2024-08,2024-10-04,Passive insurance basket,0.022290298243014872
2023-04 to 2024-08,2024-10-07,Passive insurance basket,-0.04646418564666599
2023-04 to 2024-08,2024-10-08,Passive insurance basket,0.007508625838506422
2023-04 to 2024-08,2024-10-09,Passive insurance basket,0.01140968428784861
2023-04 to 2024-08,2024-10-10,Passive insurance basket,0.03433405159363678
2023-04 to 2024-08,2024-10-11,Passive insurance basket,0.0009045104279248317
2023-04 to 2024-08,2024-10-14,Passive insurance basket,0.0019376509844990508
2023-04 to 2024-08,2024-10-15,Passive insurance basket,0.003806398104513331
2023-04 to 2024-08,2024-10-16,Passive insurance basket,0.011909982920630391
2023-04 to 2024-08,2024-10-17,Passive insurance basket,0.0010467716992645926
2023-04 to 2024-08,2024-10-18,Passive insurance basket,-0.012424749753081832
2023-04 to 2024-08,2024-10-21,Passive insurance basket,-0.017355658301416943
2023-04 to 2024-08,2024-10-22,Passive insurance basket,0.0022173221716110803
2023-04 to 2024-08,2024-10-23,Passive insurance basket,-0.0031736840169062086
2023-04 to 2024-08,2024-10-24,Passive insurance basket,0.0021985850054007106
2023-04 to 2024-08,2024-10-25,Passive insurance basket,-0.021764212115651715
2023-04 to 2024-08,2024-10-28,Passive insurance basket,0.02123417755786794
2023-04 to 2024-08,2024-10-29,Passive insurance basket,-0.010385596389856477
2023-04 to 2024-08,2024-10-30,Passive insurance basket,0.014693607964618272
2023-04 to 2024-08,2024-10-31,Passive insurance basket,0.14251103098193418
2023-04 to 2024-08,2024-11-01,Passive insurance basket,0.006980982071960629
2023-04 to 2024-08,2024-11-04,Passive insurance basket,-0.0017910822282837247
2023-04 to 2024-08,2024-11-05,Passive insurance basket,0.011060304097950668
2023-04 to 2024-08,2024-11-06,Passive insurance basket,0.053176079544923205
2023-04 to 2024-08,2024-11-07,Passive insurance basket,0.013084003462499494
2023-04 to 2024-08,2024-11-08,Passive insurance basket,0.027412758736747866
2023-04 to 2024-08,2024-11-11,Passive insurance basket,0.015665969060124407
2023-04 to 2024-08,2024-11-12,Passive insurance basket,-0.030443250519368914
2023-04 to 2024-08,2024-11-13,Passive insurance basket,0.003188260922326158
2023-04 to 2024-08,2024-11-14,Passive insurance basket,0.011504473420081318
2023-04 to 2024-08,2024-11-15,Passive insurance basket,0.046396375314069704
2023-04 to 2024-08,2024-11-18,Passive insurance basket,0.03407717294632073
2023-04 to 2024-08,2024-11-19,Passive insurance basket,0.028241046500053546
2023-04 to 2024-08,2024-11-20,Passive insurance basket,0.029665995144480428
2023-04 to 2024-08,2024-11-21,Passive insurance basket,0.03581392819563867
2023-04 to 2024-08,2024-11-22,Passive insurance basket,0.00046782008415791054
2023-04 to 2024-08,2024-11-25,Passive insurance basket,0.0018238374316474903
2023-04 to 2024-08,2024-11-26,Passive insurance basket,-0.02028555960089229
2023-04 to 2024-08,2024-11-27,Passive insurance basket,-0.01042964885283959
2023-04 to 2024-08,2024-11-29,Passive insurance basket,-0.1195532267214292
2023-04 to 2024-08,2023-07-03,US P&C insurance benchmark (KIE proxy),-0.0010114970645792587
2023-04 to 2024-08,2023-07-05,US P&C insurance benchmark (KIE proxy),-0.006112469437652757
2023-04 to 2024-08,2023-07-06,US P&C insurance benchmark (KIE proxy),0.0007380073800737907
2023-04 to 2024-08,2023-07-07,US P&C insurance benchmark (KIE proxy),0.00909537856440501
2023-04 to 2024-08,2023-07-10,US P&C insurance benchmark (KIE proxy),-0.003166869671132666
2023-04 to 2024-08,2023-07-11,US P&C insurance benchmark (KIE proxy),0.01099706744868012
2023-04 to 2024-08,2023-07-12,US P&C insurance benchmark (KIE proxy),-0.003867536862460441
2023-04 to 2024-08,2023-07-13,US P&C insurance benchmark (KIE proxy),-0.00024265954865321238
2023-04 to 2024-08,2023-07-14,US P&C insurance benchmark (KIE proxy),-0.008252427184466171
2023-04 to 2024-08,2023-07-17,US P&C insurance benchmark (KIE proxy),0.01443954968184058
2023-04 to 2024-08,2023-07-18,US P&C insurance benchmark (KIE proxy),0.005307599517490713
2023-04 to 2024-08,2023-07-19,US P&C insurance benchmark (KIE proxy),0.0026397888168947503
2023-04 to 2024-08,2023-07-20,US P&C insurance benchmark (KIE proxy),0.016993776926759185
2023-04 to 2024-08,2023-07-21,US P&C insurance benchmark (KIE proxy),0.0007060484819956248
2023-04 to 2024-08,2023-07-24,US P&C insurance benchmark (KIE proxy),0.0011759172154282016
2023-04 to 2024-08,2023-07-25,US P&C insurance benchmark (KIE proxy),-0.0028188865398166563
2023-04 to 2024-08,2023-07-26,US P&C insurance benchmark (KIE proxy),0.011071849234393083
2023-04 to 2024-08,2023-07-27,US P&C insurance benchmark (KIE proxy),-0.008387698042870317
2023-04 to 2024-08,2023-07-28,US P&C insurance benchmark (KIE proxy),-0.0014097744360902498
2023-04 to 2024-08,2023-07-31,US P&C insurance benchmark (KIE proxy),-0.00047058823529422256
2023-04 to 2024-08,2023-08-01,US P&C insurance benchmark (KIE proxy),0.0009416195856875031
2023-04 to 2024-08,2023-08-02,US P&C insurance benchmark (KIE proxy),0.008466603951081897
2023-04 to 2024-08,2023-08-03,US P&C insurance benchmark (KIE proxy),0.002798507462686395
2023-04 to 2024-08,2023-08-04,US P&C insurance benchmark (KIE proxy),-0.0041860465116277945
2023-04 to 2024-08,2023-08-07,US P&C insurance benchmark (KIE proxy),0.010976179355441484
2023-04 to 2024-08,2023-08-08,US P&C insurance benchmark (KIE proxy),-0.012243012243012275
2023-04 to 2024-08,2023-08-09,US P&C insurance benchmark (KIE proxy),-0.0025724976613659134
2023-04 to 2024-08,2023-08-10,US P&C insurance benchmark (KIE proxy),-0.0007033997655333524
2023-04 to 2024-08,2023-08-11,US P&C insurance benchmark (KIE proxy),0.0037541060534962423
2023-04 to 2024-08,2023-08-14,US P&C insurance benchmark (KIE proxy),-0.002337540906966029
2023-04 to 2024-08,2023-08-15,US P&C insurance benchmark (KIE proxy),-0.011949390815370053
2023-04 to 2024-08,2023-08-16,US P&C insurance benchmark (KIE proxy),0.0049798434906331845
2023-04 to 2024-08,2023-08-17,US P&C insurance benchmark (KIE proxy),-0.011326097215667907
2023-04 to 2024-08,2023-08-18,US P&C insurance benchmark (KIE proxy),-0.0007159904534604911
2023-04 to 2024-08,2023-08-21,US P&C insurance benchmark (KIE proxy),-0.0026271793647003605
2023-04 to 2024-08,2023-08-22,US P&C insurance benchmark (KIE proxy),-0.007902298850574696
2023-04 to 2024-08,2023-08-23,US P&C insurance benchmark (KIE proxy),0.008689355539464039
2023-04 to 2024-08,2023-08-24,US P&C insurance benchmark (KIE proxy),0.004307250538406526
2023-04 to 2024-08,2023-08-25,US P&C insurance benchmark (KIE proxy),0.0007147962830591492
2023-04 to 2024-08,2023-08-28,US P&C insurance benchmark (KIE proxy),0.0014285714285717788
2023-04 to 2024-08,2023-08-29,US P&C insurance benchmark (KIE proxy),0.008321445553970186
2023-04 to 2024-08,2023-08-30,US P&C insurance benchmark (KIE proxy),0.004244282008960321
2023-04 to 2024-08,2023-08-31,US P&C insurance benchmark (KIE proxy),-0.001173984503404668
2023-04 to 2024-08,2023-09-01,US P&C insurance benchmark (KIE proxy),0.0096379877762105
2023-04 to 2024-08,2023-09-05,US P&C insurance benchmark (KIE proxy),-0.016996507566938268
2023-04 to 2024-08,2023-09-06,US P&C insurance benchmark (KIE proxy),0.001657981999052538
2023-04 to 2024-08,2023-09-07,US P&C insurance benchmark (KIE proxy),0.004019862851738276
2023-04 to 2024-08,2023-09-08,US P&C insurance benchmark (KIE proxy),-0.0007065473386718146
2023-04 to 2024-08,2023-09-11,US P&C insurance benchmark (KIE proxy),0.006599104407259082
2023-04 to 2024-08,2023-09-12,US P&C insurance benchmark (KIE proxy),0.010067899789276469
2023-04 to 2024-08,2023-09-13,US P&C insurance benchmark (KIE proxy),-0.0020862308762171766
2023-04 to 2024-08,2023-09-14,US P&C insurance benchmark (KIE proxy),0.011614401858304424
2023-04 to 2024-08,2023-09-15,US P&C insurance benchmark (KIE proxy),-0.004592422502870175
2023-04 to 2024-08,2023-09-18,US P&C insurance benchmark (KIE proxy),0.0039215686274509665
2023-04 to 2024-08,2023-09-19,US P&C insurance benchmark (KIE proxy),0.007123161764705843
2023-04 to 2024-08,2023-09-20,US P&C insurance benchmark (KIE proxy),-0.0022815423226102416
2023-04 to 2024-08,2023-09-21,US P&C insurance benchmark (KIE proxy),-0.010061742510862004
2023-04 to 2024-08,2023-09-22,US P&C insurance benchmark (KIE proxy),0.0016170016170014012
2023-04 to 2024-08,2023-09-25,US P&C insurance benchmark (KIE proxy),0.0036900369003691758
2023-04 to 2024-08,2023-09-26,US P&C insurance benchmark (KIE proxy),-0.012637867647058876
2023-04 to 2024-08,2023-09-27,US P&C insurance benchmark (KIE proxy),-0.0016290435187340524
2023-04 to 2024-08,2023-09-28,US P&C insurance benchmark (KIE proxy),0.0034965034965033226
2023-04 to 2024-08,2023-09-29,US P&C insurance benchmark (KIE proxy),-0.01184668989547033
2023-04 to 2024-08,2023-10-02,US P&C insurance benchmark (KIE proxy),-0.010343206393982007
2023-04 to 2024-08,2023-10-03,US P&C insurance benchmark (KIE proxy),-0.01116389548693586
2023-04 to 2024-08,2023-10-04,US P&C insurance benchmark (KIE proxy),0.013451837617103113
2023-04 to 2024-08,2023-10-05,US P&C insurance benchmark (KIE proxy),0.007347712728134725
2023-04 to 2024-08,2023-10-06,US P&C insurance benchmark (KIE proxy),0.004705882352941337
2023-04 to 2024-08,2023-10-09,US P&C insurance benchmark (KIE proxy),0.004215456674472984
2023-04 to 2024-08,2023-10-10,US P&C insurance benchmark (KIE proxy),-0.003964552238805985
2023-04 to 2024-08,2023-10-11,US P&C insurance benchmark (KIE proxy),0.009131350971669505
2023-04 to 2024-08,2023-10-12,US P&C insurance benchmark (KIE proxy),-0.005104408352668233
2023-04 to 2024-08,2023-10-13,US P&C insurance benchmark (KIE proxy),0.005830223880596952
2023-04 to 2024-08,2023-10-16,US P&C insurance benchmark (KIE proxy),0.017389288198469632
2023-04 to 2024-08,2023-10-17,US P&C insurance benchmark (KIE proxy),0.009571558796718227
2023-04 to 2024-08,2023-10-18,US P&C insurance benchmark (KIE proxy),-0.0110609480812639
2023-04 to 2024-08,2023-10-19,US P&C insurance benchmark (KIE proxy),-0.01689112074868737
2023-04 to 2024-08,2023-10-20,US P&C insurance benchmark (KIE proxy),-0.01834223357325304
2023-04 to 2024-08,2023-10-23,US P&C insurance benchmark (KIE proxy),-0.009933774834437026
2023-04 to 2024-08,2023-10-24,US P&C insurance benchmark (KIE proxy),0.015289058767319563
2023-04 to 2024-08,2023-10-25,US P&C insurance benchmark (KIE proxy),-0.00023529411764700026
2023-04 to 2024-08,2023-10-26,US P&C insurance benchmark (KIE proxy),0.005648387855965886
2023-04 to 2024-08,2023-10-27,US P&C insurance benchmark (KIE proxy),-0.022700678680084185
2023-04 to 2024-08,2023-10-30,US P&C insurance benchmark (KIE proxy),0.013649425287356243
2023-04 to 2024-08,2023-10-31,US P&C insurance benchmark (KIE proxy),0.00897708480982784
2023-04 to 2024-08,2023-11-01,US P&C insurance benchmark (KIE proxy),0.010067899789276469
2023-04 to 2024-08,2023-11-02,US P&C insurance benchmark (KIE proxy),-0.00023180343069073572
2023-04 to 2024-08,2023-11-03,US P&C insurance benchmark (KIE proxy),0.008346858335265495
2023-04 to 2024-08,2023-11-06,US P&C insurance benchmark (KIE proxy),-0.003908944584962271
2023-04 to 2024-08,2023-11-07,US P&C insurance benchmark (KIE proxy),-0.001615881809787667
2023-04 to 2024-08,2023-11-08,US P&C insurance benchmark (KIE proxy),-0.0016184971098264223
2023-04 to 2024-08,2023-11-09,US P&C insurance benchmark (KIE proxy),-0.002547475683186584
2023-04 to 2024-08,2023-11-10,US P&C insurance benchmark (KIE proxy),0.010215927559786175
2023-04 to 2024-08,2023-11-13,US P&C insurance benchmark (KIE proxy),0.002068490002298251
2023-04 to 2024-08,2023-11-14,US P&C insurance benchmark (KIE proxy),0.010091743119265972
2023-04 to 2024-08,2023-11-15,US P&C insurance benchmark (KIE proxy),-0.008401453224341382
2023-04 to 2024-08,2023-11-16,US P&C insurance benchmark (KIE proxy),0.004579803068467836
2023-04 to 2024-08,2023-11-17,US P&C insurance benchmark (KIE proxy),0.004558924093913896
2023-04 to 2024-08,2023-11-20,US P&C insurance benchmark (KIE proxy),0.0024960290447015865
2023-04 to 2024-08,2023-11-21,US P&C insurance benchmark (KIE proxy),0.008148483476686286
2023-04 to 2024-08,2023-11-22,US P&C insurance benchmark (KIE proxy),0.005837449483610202
2023-04 to 2024-08,2023-11-24,US P&C insurance benchmark (KIE proxy),0.007366071428571486
2023-04 to 2024-08,2023-11-27,US P&C insurance benchmark (KIE proxy),0.0037668956348326788
2023-04 to 2024-08,2023-11-28,US P&C insurance benchmark (KIE proxy),-0.014348785871964642
2023-04 to 2024-08,2023-11-29,US P&C insurance benchmark (KIE proxy),-0.0038073908174691695
2023-04 to 2024-08,2023-11-30,US P&C insurance benchmark (KIE proxy),0.017985611510791477
2023-04 to 2024-08,2023-12-01,US P&C insurance benchmark (KIE proxy),-0.0008833922261485272
2023-04 to 2024-08,2023-12-04,US P&C insurance benchmark (KIE proxy),0.008178603006189
2023-04 to 2024-08,2023-12-05,US P&C insurance benchmark (KIE proxy),-0.004604253453189933
2023-04 to 2024-08,2023-12-06,US P&C insurance benchmark (KIE proxy),-0.009030837004405212
2023-04 to 2024-08,2023-12-07,US P&C insurance benchmark (KIE proxy),-0.0026672593909758957
2023-04 to 2024-08,2023-12-08,US P&C insurance benchmark (KIE proxy),0.004234455092489542
2023-04 to 2024-08,2023-12-11,US P&C insurance benchmark (KIE proxy),0.011096316023080366
2023-04 to 2024-08,2023-12-12,US P&C insurance benchmark (KIE proxy),0.008121158911325477
2023-04 to 2024-08,2023-12-13,US P&C insurance benchmark (KIE proxy),0.0034835619420858777
2023-04 to 2024-08,2023-12-14,US P&C insurance benchmark (KIE proxy),-0.019527012367107965
2023-04 to 2024-08,2023-12-15,US P&C insurance benchmark (KIE proxy),-0.00840894003098036
